"datetime","lat","lon","truewd","ws","gust","atmoairt","roll","pitch","heading","chlavg","chlsd","chlmin","chlmax","phyavg","physd","phymin","phymax","exotempc","exodomgl","exodosat","exophy","exosal","exospcond","exotds","exoturb"
2024-07-22 15:31:23,46.893,-91.0429,356.37,4.25,7.02,20,-3.11,4.36,309.47,5.883,0.323,5.285,7.009,0.192,0.142,0,0.822,20.526,9.56,106.21,-0.37,0.05,112.14,0.07,0.94
2024-07-22 15:51:56,46.8931,-91.043,106.26,2,5.63,20.2,-7.35,2.35,350.76,6.113,0.371,5.398,7.235,0.204,0.14,0,0.773,20.397,9.57,106.06,-0.36,0.05,113.64,0.07,0.68
2024-07-22 16:01:50,46.8931,-91.0429,105.87,2.51,5.32,20.2,-8.54,4.28,27.77,5.897,0.284,5.366,6.864,0.206,0.185,0,0.967,20.445,9.56,106.12,-0.39,0.05,113.67,0.07,0.69
2024-07-22 16:11:54,46.8931,-91.043,66.63,2.73,4.3,20.2,-1.55,3.74,4.73,6.148,0.321,5.511,7.106,0.2,0.151,0,0.79,20.424,9.57,106.11,-0.38,0.05,113.68,0.07,0.66
2024-07-22 16:31:58,46.8931,-91.0429,37.07,2.55,4.2,20.1,-1.02,2.22,351.57,6.383,0.371,5.64,7.702,0.21,0.176,0,0.886,20.314,9.57,105.98,-0.36,0.05,113.59,0.07,0.69
2024-07-22 16:51:54,46.8931,-91.043,32.2,4.53,6.13,19.8,2.47,2.63,4.6,6.373,0.356,5.462,8.024,0.186,0.127,0,0.773,20.151,9.58,105.68,-0.42,0.05,113.56,0.07,0.7
2024-07-22 17:01:55,46.8931,-91.043,36.27,4.28,6.01,19.8,3.68,-0.09,2.67,6.206,0.318,5.624,7.17,0.214,0.194,0,0.902,20.155,9.57,105.63,-0.41,0.05,113.67,0.07,0.7
2024-07-22 17:32:03,46.893,-91.0429,43.92,2.18,3.42,19.5,-2.7,4.7,306.82,6.487,0.416,5.64,7.638,0.186,0.127,0,0.693,20.013,9.58,105.38,-0.36,0.05,113.57,0.07,0.68
2024-07-22 17:41:58,46.893,-91.0429,75.05,1.32,2.59,19.5,0,3.33,303.45,6.415,0.346,5.849,7.364,0.243,0.202,0,0.918,19.975,9.58,105.32,-0.37,0.05,113.55,0.07,0.71
2024-07-22 18:02:04,46.893,-91.0429,2.68,1.76,2.48,19.4,-3.92,-0.19,330.88,6.362,0.383,5.624,7.734,0.215,0.181,0,0.967,19.878,9.6,105.29,-0.38,0.05,113.51,0.07,0.68
2024-07-22 18:12:04,46.893,-91.0429,10.47,1.61,2.28,19.3,-1.48,4.3,309.27,7.221,1.034,5.704,12.214,0.228,0.168,0,0.854,19.882,9.59,105.22,-0.38,0.05,113.5,0.07,0.73
2024-07-22 18:22:04,46.8931,-91.043,78.12,1.33,2.16,19.3,-3.15,3.11,18.22,6.43,0.351,5.769,7.525,0.217,0.159,0,0.838,19.771,9.61,105.26,-0.38,0.05,113.53,0.07,0.71
2024-07-22 18:31:32,46.8931,-91.043,2.35,1.7,3.16,19.3,0.44,3.3,333.65,6.475,0.374,5.624,7.315,0.215,0.185,0,0.902,19.846,9.59,105.13,-0.35,0.05,113.54,0.07,0.95
2024-07-22 18:52:03,46.8931,-91.043,59.03,2.28,4.31,19.2,0.24,3.49,20.53,6.548,0.55,5.672,7.96,0.219,0.182,0,0.886,19.34,9.66,104.86,-0.38,0.05,113.17,0.07,0.73
2024-07-22 19:02:04,46.8931,-91.043,74.06,3.01,5.41,18.9,0.92,0.89,49.26,6.276,0.331,5.624,7.444,0.21,0.177,0,0.918,19.247,9.68,104.95,-0.43,0.05,113.19,0.07,0.76
2024-07-22 19:12:11,46.893,-91.043,46.64,2.71,4.61,18.5,-1.54,3,17.24,6.34,0.379,5.64,7.267,0.2,0.156,0,1.031,19.037,9.7,104.68,-0.4,0.05,113.3,0.07,0.74
2024-07-22 19:22:09,46.8931,-91.043,79.64,1.98,3.93,18.1,0.42,0.87,58.64,6.354,0.363,5.704,7.702,0.217,0.171,0,0.79,18.185,9.8,103.93,-0.41,0.05,112.75,0.07,0.76
2024-07-22 19:32:09,46.8931,-91.043,113.6,2.15,4.39,17.8,-2.4,2.02,93.8,6.394,0.373,5.736,7.412,0.2,0.157,0,0.806,18.388,9.85,104.88,-0.37,0.05,113.58,0.07,0.84
2024-07-22 19:41:36,46.8931,-91.043,120.63,2.05,3.84,17.2,-1.74,1.56,108.43,6.228,0.366,5.495,7.718,0.219,0.195,0,0.935,17.527,9.9,103.55,-0.33,0.05,112.35,0.07,1.09
2024-07-22 19:52:11,46.8931,-91.043,127.69,1.7,3.27,16.9,-1.11,3.15,116.69,6.247,0.479,5.64,8.782,0.196,0.14,0,0.822,17.177,9.95,103.36,-0.36,0.05,112.48,0.07,0.89
2024-07-22 20:02:08,46.8931,-91.0429,128.75,1.53,2.62,16.8,0.13,6.21,121.45,6.088,0.323,5.366,7.058,0.248,0.215,0,0.967,17.09,9.94,103.07,-0.37,0.05,112.48,0.07,0.92
2024-07-22 20:12:08,46.8931,-91.0429,138.56,0.65,2.01,16.7,-1.22,3.67,133.06,6.415,0.616,5.527,9.781,0.202,0.173,0,0.967,16.843,9.98,102.99,-0.37,0.05,112.49,0.07,0.98
2024-07-22 20:22:13,46.8931,-91.0428,110.54,0.92,1.94,16.9,-0.98,3.17,125.24,6.36,0.403,5.43,7.686,0.221,0.176,0,0.935,16.821,9.99,102.97,-0.33,0.05,112.44,0.07,0.95
2024-07-22 20:42:09,46.8931,-91.0429,132.23,0.79,1.86,16.8,-3.14,2.22,121.73,6.677,0.506,5.833,8.024,0.222,0.18,0,0.902,16.776,10,102.97,-0.34,0.05,112.49,0.07,0.9
2024-07-22 20:52:14,46.8931,-91.0429,119.26,1.35,1.83,16.7,-0.62,2.49,112.06,6.524,0.443,5.785,8.024,0.204,0.151,0,0.741,16.094,10.16,103.13,-0.38,0.05,112.69,0.07,1.15
2024-07-22 21:22:17,46.8931,-91.0429,133.57,1.18,1.59,16.8,-1.69,-0.61,131.07,6.2,0.474,5.188,7.428,0.249,0.222,0,0.999,16.111,10.16,103.18,-0.29,0.05,112.68,0.07,1.22
2024-07-22 21:32:14,46.893,-91.0429,150.68,1.01,1.81,16.8,-2.54,1.16,137.98,6.006,0.601,5.108,8.282,0.212,0.179,0,1.015,16.112,10.15,103.14,-0.27,0.05,112.67,0.07,1.19
2024-07-22 21:42:17,46.8931,-91.0429,113.1,0.75,1.52,17.1,-3.04,1.11,122.4,5.906,0.436,5.205,7.138,0.202,0.17,0,0.918,16.008,10.19,103.28,-0.31,0.05,112.78,0.07,1.21
2024-07-22 21:52:15,46.893,-91.0429,109.56,1.14,2.33,17.4,-2.68,0.64,112.26,5.568,0.396,4.963,6.59,0.198,0.142,0,0.741,15.317,10.32,103.08,-0.31,0.05,112.45,0.07,1.38
2024-07-22 22:02:16,46.8931,-91.0429,83.18,0.74,1.73,17.3,-2.83,0.84,121.88,5.911,0.579,4.882,7.509,0.201,0.183,0,0.951,14.919,10.4,102.95,-0.29,0.05,112.39,0.07,1.52
2024-07-22 22:12:20,46.893,-91.043,314.69,1.46,3.19,17.6,1.44,2.12,22.09,5.676,0.409,4.947,7.17,0.181,0.151,0,0.806,15.265,10.32,102.95,-0.3,0.05,112.59,0.07,1.26
2024-07-22 22:22:21,46.893,-91.043,15.95,2.28,5.1,17.9,-0.62,2.35,350.45,5.64,0.383,4.753,6.832,0.191,0.158,0,0.773,15.493,10.27,102.94,-0.3,0.05,112.61,0.07,1.24
2024-07-22 22:41:47,46.893,-91.043,32.9,2.98,4.14,17.9,-3.11,3.67,358.7,5.441,0.511,4.463,6.816,0.206,0.181,0,0.935,15.065,10.4,103.28,-0.3,0.05,112.35,0.07,1.48
2024-07-22 22:52:22,46.893,-91.0429,75.79,2.74,4.84,17.9,0.58,2.92,37.99,5.458,0.355,4.608,6.494,0.185,0.13,0,0.677,14.78,10.4,102.7,-0.22,0.05,112.13,0.07,1.32
2024-07-22 23:12:19,46.8931,-91.0429,38.07,1.31,2.63,17.7,-0.6,2.09,320.47,5.317,0.489,4.512,7.251,0.19,0.167,0,0.967,15.326,10.28,102.62,-0.28,0.05,112.4,0.07,1.14
2024-07-22 23:22:20,46.8931,-91.0429,20.76,1.75,2.89,17.6,-0.52,3.01,305.96,5.317,0.463,4.512,7.009,0.193,0.171,0,0.838,14.77,10.37,102.37,-0.3,0.05,112.32,0.07,1.24
2024-07-22 23:32:22,46.8931,-91.0429,43.73,1.41,2.24,17.5,-3.74,-0.25,322.13,5.152,0.443,4.431,6.574,0.205,0.181,0,0.87,13.667,10.5,101.27,-0.27,0.05,111.42,0.07,1.41
2024-07-22 23:42:20,46.8931,-91.0429,124.01,1.14,2.21,17.4,0.02,0.9,7.71,5.382,0.475,4.641,7.025,0.22,0.219,0,0.87,13.347,10.58,101.22,-0.26,0.05,111.73,0.07,1.45
2024-07-22 23:52:23,46.8931,-91.0429,305.67,0.7,1.93,17.1,1.88,3.41,166.87,5.226,0.381,4.383,6.429,0.201,0.164,0,0.902,13.301,10.63,101.57,-0.27,0.05,111.57,0.07,1.47
2024-07-23 00:12:24,46.8931,-91.0429,63.96,0.85,1.69,17.3,-0.28,6.91,309.96,5.226,0.554,4.302,6.832,0.23,0.226,0,0.983,13.247,10.73,102.3,-0.23,0.05,112.18,0.07,1.42
2024-07-23 00:22:29,46.893,-91.0429,240.72,0.86,2.03,17.4,-0.19,3.15,108.72,5.224,0.687,3.996,7.879,0.207,0.185,0,0.918,12.921,10.67,101.18,-0.25,0.05,111.34,0.07,1.47
2024-07-23 00:42:25,46.8931,-91.0429,42.62,1.05,2.23,17.6,-3.43,3.2,310.22,5.055,0.37,4.334,6.188,0.176,0.145,0,1.031,12.233,10.8,100.77,-0.21,0.05,111.26,0.07,1.54
2024-07-23 01:02:28,46.8931,-91.0429,71.31,0.77,1.89,17.6,-3.49,-2.33,304.21,5.115,0.365,4.173,6.204,0.189,0.183,0,0.983,13.224,10.64,101.54,-0.27,0.05,111.85,0.07,1.42
2024-07-23 01:12:28,46.8931,-91.0429,20,2.73,4.18,17.6,-1.64,2.65,346.2,5.286,0.546,4.479,7.944,0.194,0.177,0,0.838,14.882,10.4,102.89,-0.31,0.05,112.46,0.07,1.27
2024-07-23 01:22:31,46.8931,-91.0429,36.78,3.38,4.83,17.4,-1.69,3.92,0.38,5.211,0.452,4.334,6.365,0.18,0.168,0,1.047,15.234,10.18,101.55,-0.34,0.05,111.9,0.07,1.19
2024-07-23 01:32:45,46.8931,-91.0429,34.19,3.62,5.1,17.2,-2.49,2.23,350.09,5.198,0.512,4.254,7.428,0.188,0.152,0,0.822,14.818,10.06,99.47,-0.27,0.05,111.47,0.07,1.25
2024-07-23 01:42:30,46.8931,-91.0429,21.73,4.17,6.04,17.2,-1.87,2.87,354.73,5.086,0.34,4.431,6.155,0.199,0.19,0,0.902,13.757,10.51,101.47,-0.28,0.05,111.81,0.07,1.42
2024-07-23 01:52:30,46.8931,-91.0429,24.82,3.86,4.85,17.1,2.36,4.39,345.62,5.173,0.37,4.334,6.494,0.218,0.204,0,0.918,13.782,10.48,101.27,-0.27,0.05,111.42,0.07,1.36
2024-07-23 02:01:59,46.8931,-91.0429,13.55,4.82,6.58,16.9,0.93,4.82,345.55,5.086,0.413,4.173,6.22,0.209,0.194,0,0.902,13.622,10.54,101.47,-0.26,0.05,108.86,0.07,1.63
2024-07-23 02:12:38,46.8931,-91.0429,17.65,4.98,6.9,16.7,2.6,5.68,347.15,5.1,0.362,4.383,6.397,0.212,0.192,0,0.854,13.965,10.47,101.6,-0.29,0.05,111.69,0.07,1.35
2024-07-23 02:22:30,46.893,-91.0429,19.99,5.5,7.92,16.7,-1.85,3.34,351.59,5.071,0.388,4.173,6.703,0.185,0.17,0,0.87,14.179,10.45,101.87,-0.25,0.05,111.88,0.07,1.27
2024-07-23 02:32:32,46.8931,-91.0429,32.5,5.24,6.58,16.6,5.77,5.38,2.2,5.03,0.449,4.077,6.687,0.225,0.222,0,1.047,13.544,10.58,101.64,-0.24,0.05,111.72,0.07,1.39
2024-07-23 02:42:32,46.8931,-91.043,12.7,5.31,8.53,16.5,-10.63,2.96,342.1,4.884,0.377,4.189,5.897,0.18,0.154,0,0.902,13.383,10.61,101.58,-0.26,0.05,111.67,0.07,1.33
2024-07-23 02:52:33,46.8931,-91.0429,60.16,4.41,7.27,16.4,-7.6,0.06,7.46,4.942,0.404,4.334,6.059,0.181,0.142,0,0.854,13.027,10.71,101.75,-0.23,0.05,111.7,0.07,1.45
2024-07-23 03:02:32,46.8931,-91.0429,19.73,3.82,5.74,16.3,-4.05,-1.76,334.73,4.83,0.453,4.077,6.381,0.207,0.185,0,1.031,12.912,10.69,101.27,-0.27,0.05,111.43,0.07,1.41
2024-07-23 03:12:34,46.8931,-91.0429,44,3.23,5.81,16.1,1.04,8.91,344.6,4.738,0.36,4.077,5.849,0.198,0.18,0,0.935,12.723,10.74,101.37,-0.26,0.05,111.49,0.07,1.45
2024-07-23 03:22:32,46.8931,-91.043,60.22,2.87,4.73,16,-2.57,1.86,1.22,4.837,0.532,3.819,7.058,0.225,0.192,0,0.886,12.678,10.73,101.15,-0.2,0.05,111.41,0.07,1.5
2024-07-23 03:32:33,46.8931,-91.043,14.8,2.8,5.04,15.9,-5.92,0,325.1,4.8,0.395,4.044,5.817,0.174,0.171,0,0.87,12.564,10.79,101.4,-0.23,0.05,111.62,0.07,1.58
2024-07-23 03:42:37,46.8931,-91.043,4.1,3.18,5.01,15.9,1.13,0.03,322.6,4.857,0.488,3.964,6.365,0.207,0.205,0,1.063,11.474,11,100.86,-0.22,0.05,111.38,0.07,1.61
2024-07-23 03:52:34,46.8931,-91.0429,43.16,2.79,4.72,15.9,-2.47,-1.23,349.06,4.708,0.41,3.996,6.397,0.242,0.229,0,1.015,11.213,10.94,99.77,-0.24,0.05,110.64,0.07,1.63
2024-07-23 04:02:54,46.893,-91.043,23.66,2.62,4.58,15.9,-0.17,3.1,331.76,4.978,0.485,4.044,6.751,0.192,0.162,0,0.918,11.109,11.05,100.49,-0.25,0.05,111.05,0.07,1.65
2024-07-23 04:12:36,46.893,-91.043,121.4,2.51,4.61,15.8,7.11,0.12,52.6,4.678,0.295,3.98,5.881,0.202,0.177,0,0.902,10.842,11.1,100.35,-0.2,0.05,110.98,0.07,1.62
2024-07-23 04:22:36,46.8931,-91.0429,50.16,2.7,4.36,15.8,8.83,0.63,7.86,4.684,0.39,3.899,6.123,0.186,0.161,0,0.822,10.735,11.18,100.78,-0.17,0.05,111.24,0.07,1.67
2024-07-23 04:32:36,46.8931,-91.0429,53.53,3.07,4.87,15.8,-0.08,2.75,17.33,4.863,0.416,4.302,6.059,0.204,0.168,0,0.854,10.565,11.11,99.79,-0.23,0.05,110.63,0.07,1.64
2024-07-23 04:42:36,46.8931,-91.0429,76.64,2.95,5.51,15.6,-5.65,2.39,37.64,4.645,0.452,3.754,6.461,0.211,0.196,0,0.886,10.578,11.2,100.53,-0.22,0.05,111.13,0.07,1.71
2024-07-23 04:52:38,46.893,-91.043,83.34,2.8,5.19,15.6,-2.97,5.38,53.14,4.611,0.294,3.932,5.607,0.189,0.165,0,0.886,10.482,11.23,100.64,-0.21,0.05,110.98,0.07,1.68
2024-07-23 05:02:39,46.8931,-91.043,44.48,3,4.48,15.5,-2.04,2.06,19.48,4.628,0.537,3.803,6.333,0.185,0.173,0,0.79,10.121,11.26,100.08,-0.14,0.05,110.72,0.07,1.78
2024-07-23 05:12:39,46.8931,-91.0429,22.47,3.36,4.99,15.5,0.35,-0.46,357.07,4.702,0.436,3.98,5.93,0.182,0.143,0,0.725,9.951,11.3,99.98,-0.18,0.05,110.65,0.07,1.72
2024-07-23 05:22:39,46.893,-91.043,55.42,2.73,4.04,15.2,-0.66,2.56,26.52,4.434,0.328,3.787,5.398,0.169,0.132,0,0.806,9.792,11.32,99.8,-0.16,0.05,110.54,0.07,1.73
2024-07-23 05:32:39,46.893,-91.043,57.82,3.17,4.7,15.2,4.3,1.72,31.42,4.608,0.521,3.738,6.397,0.175,0.123,0,0.822,9.47,11.38,99.63,-0.18,0.05,110.4,0.07,1.74
2024-07-23 05:42:40,46.8931,-91.043,50.44,2.83,4.44,15.3,2.05,1.29,24.54,4.613,0.395,3.593,5.785,0.188,0.18,0,0.838,9.473,11.42,99.89,-0.11,0.05,110.66,0.07,1.76
2024-07-23 05:52:40,46.893,-91.043,46.97,2.16,3.22,15.2,5.88,1.49,21.17,4.665,0.406,3.835,5.897,0.199,0.18,0,0.838,9.492,11.39,99.7,-0.13,0.05,110.49,0.07,1.7
2024-07-23 06:02:41,46.8931,-91.0429,16.19,2.25,4.45,15.4,-4.51,1.26,355.39,4.606,0.338,3.964,5.559,0.204,0.159,0,0.822,9.138,11.46,99.48,-0.14,0.05,110.38,0.07,1.79
2024-07-23 06:12:44,46.8931,-91.043,45.27,1.84,3.22,15.2,-3.56,1.24,24.07,4.754,0.448,3.932,6.558,0.195,0.174,0,0.87,9.305,11.4,99.37,-0.14,0.05,110.49,0.07,1.8
2024-07-23 06:22:45,46.8931,-91.0429,67.56,1.41,2.97,15.4,-3.71,7.11,50.76,4.751,0.314,4.109,5.849,0.176,0.155,0,0.918,9.312,11.41,99.48,-0.1,0.05,110.5,0.07,1.78
2024-07-23 06:32:41,46.8931,-91.0429,76.7,1.24,2.17,15.2,4.58,1.68,54.8,4.674,0.385,4.028,5.849,0.183,0.138,0,0.79,8.988,11.48,99.29,-0.1,0.05,110.56,0.07,1.88
2024-07-23 06:42:42,46.8931,-91.0429,96.1,2.29,4.28,15.5,1.29,3.02,79.3,4.729,0.367,3.883,5.607,0.214,0.217,0,1.047,9.047,11.46,99.32,-0.1,0.05,110.39,0.07,1.85
2024-07-23 06:52:42,46.8931,-91.0429,68.47,2.65,5.94,15.6,4.49,-0.85,48.37,4.841,0.475,4.061,6.671,0.199,0.183,0,0.854,9.228,11.45,99.61,-0.07,0.05,110.56,0.07,1.86
2024-07-23 07:02:43,46.8931,-91.0429,60.25,1.93,3.67,15.7,2.14,2.25,54.25,4.716,0.353,3.932,5.769,0.187,0.179,0,0.967,8.861,11.51,99.28,-0.08,0.05,110.45,0.07,1.92
2024-07-23 07:42:45,46.8931,-91.043,23.15,0.95,1.76,15.5,-2.79,-1.43,97.05,4.199,0.353,3.432,5.108,0.161,0.115,0,0.677,8.788,11.52,99.18,-0.05,0.05,110.4,0.07,1.96
2024-07-23 07:52:45,46.8931,-91.043,5.58,1.55,3.31,15.5,-1.6,2.5,72.98,4.399,0.558,3.368,6.639,0.204,0.199,0,0.918,8.538,11.57,99.01,-0.08,0.05,110.31,0.07,2
2024-07-23 08:02:49,46.8931,-91.0429,330.98,1.91,3.75,15.6,-5.39,0.32,326.78,3.95,0.277,3.464,5.092,0.19,0.184,0,0.935,8.643,11.56,99.14,-0.08,0.05,110.4,0.07,2.13
2024-07-23 08:22:51,46.8931,-91.043,321.53,1.95,3.37,15.8,-2.26,0.25,350.23,3.912,0.392,3.094,5.172,0.198,0.167,0,0.935,8.469,11.6,99.15,-0.1,0.05,110.26,0.07,2.27
2024-07-23 08:32:47,46.8931,-91.043,24.15,2.66,6.04,15.9,-1.76,1.71,13.75,3.795,0.274,3.223,4.737,0.194,0.183,0,0.935,8.113,11.68,98.94,-0.08,0.05,110.17,0.07,2.11
2024-07-23 08:42:47,46.8931,-91.043,18.75,2.79,5.11,15.8,2.26,2.93,359.35,3.952,0.372,3.207,5.14,0.181,0.156,0,0.918,8.378,11.64,99.2,-0.1,0.05,110.33,0.07,2.44
2024-07-23 08:52:48,46.8931,-91.043,49.84,2.46,4.77,15.9,4.85,0.21,55.64,4.119,0.306,3.352,5.285,0.198,0.195,0,0.935,9.111,11.48,99.63,-0.08,0.05,110.6,0.07,2.57
2024-07-23 09:02:52,46.8931,-91.0429,359.63,2.76,4.75,16.1,-8.16,-0.58,352.53,4.461,0.35,3.69,5.769,0.182,0.142,0,0.822,9.668,11.4,100.25,-0.14,0.05,110.96,0.07,2.75
2024-07-23 09:12:49,46.8931,-91.043,28.23,2.52,4.52,16,1.22,1.03,77.93,4.752,0.366,4.141,6.059,0.196,0.193,0,0.951,9.958,11.33,100.27,-0.12,0.05,110.9,0.07,3.1
2024-07-23 09:22:49,46.8931,-91.043,54.26,2.92,4.87,16.4,1.39,1.45,47.96,4.663,0.385,4.077,5.752,0.178,0.148,0,0.886,9.83,11.41,100.7,-0.1,0.05,111.12,0.07,3.57
2024-07-23 09:32:54,46.8931,-91.043,69.26,2.87,4.58,16.5,-0.86,0.87,74.26,4.438,0.288,3.916,5.43,0.2,0.207,0,0.902,8.538,11.6,99.24,-0.04,0.05,110.38,0.07,2.59
2024-07-23 09:42:54,46.8931,-91.043,39.13,2.98,4.88,16.6,-0.75,4,36.13,4.342,0.306,3.851,5.317,0.182,0.175,0,0.951,8.469,11.61,99.2,-0.07,0.05,110.33,0.07,2.27
2024-07-23 09:52:50,46.8931,-91.0429,334.35,3.02,5.7,16.6,-1.22,3.9,324.95,4.192,0.3,3.545,5.205,0.207,0.21,0,0.87,8.573,11.62,99.49,-0.04,0.05,110.45,0.07,2.19
2024-07-23 10:12:51,46.8931,-91.0429,354.62,3.16,5.68,15.8,2.58,8.74,303.52,4.576,0.357,3.867,5.607,0.22,0.184,0,0.79,8.536,11.62,99.39,-0.08,0.05,110.36,0.07,2.04
2024-07-23 10:22:56,46.8931,-91.0429,17.32,3.54,4.85,15.1,-4.21,2.77,341.32,4.607,0.328,4.044,5.656,0.212,0.178,0,0.902,8.463,11.62,99.24,-0.06,0.05,110.24,0.07,1.93
2024-07-23 10:42:54,46.8931,-91.0429,46.83,3.6,5.58,15.3,-0.02,0.63,9.33,4.587,0.369,4.012,5.656,0.197,0.17,0,0.757,8.367,11.67,99.47,-0.06,0.05,110.29,0.07,1.99
2024-07-23 10:52:55,46.8931,-91.0429,26.36,3.51,6.63,15.9,-5.56,2.65,0.36,4.277,0.319,3.513,5.172,0.2,0.182,0,0.854,8.742,11.6,99.75,-0.09,0.05,110.47,0.07,2.1
2024-07-23 11:02:55,46.8931,-91.0429,53.77,3.48,5.92,15.8,-0.5,5.27,14.67,3.935,0.268,3.4,4.898,0.175,0.172,0,0.902,9.314,11.48,100.07,-0.07,0.05,110.55,0.07,2.22
2024-07-23 11:12:55,46.8931,-91.0429,83.67,3.67,6.81,16,-0.31,2.17,50.07,4.096,0.337,3.416,5.221,0.22,0.228,0,1.015,9.238,11.51,100.18,-0.04,0.05,110.56,0.07,2.18
2024-07-23 11:22:59,46.8931,-91.0429,31.36,4.41,7.46,16.2,-2.86,1.34,4.96,3.847,0.379,3.094,4.882,0.19,0.162,0,0.87,9.003,11.57,100.09,-0.06,0.05,110.48,0.07,2.06
2024-07-23 11:33:00,46.8931,-91.0429,53.26,4.09,8.16,16.2,1.53,6.22,17.86,3.947,0.374,3.223,4.963,0.192,0.169,0,0.983,8.958,11.58,100.06,-0.1,0.05,110.37,0.07,2.01
2024-07-23 11:42:57,46.8931,-91.0429,38.52,5.49,8.24,16.1,3.02,0.79,10.32,3.791,0.363,3.094,4.77,0.196,0.193,0,0.918,8.661,11.65,99.97,-0.07,0.05,110.27,0.07,2.01
2024-07-23 11:52:57,46.8931,-91.0429,57.36,4.37,6.91,16.1,5.37,3.48,27.76,3.816,0.339,3.19,4.673,0.189,0.172,0,0.87,8.886,11.62,100.28,-0.11,0.05,110.37,0.07,2.07
2024-07-23 12:03:02,46.8931,-91.0429,47.68,4.14,6.55,16.1,8.28,4.56,15.78,3.753,0.287,3.11,4.689,0.174,0.124,0,0.773,8.888,11.64,100.41,-0.07,0.05,110.43,0.07,2.08
2024-07-23 12:12:58,46.8931,-91.0429,40.63,5.04,7.58,15.9,-0.28,5.36,9.43,3.789,0.224,3.223,4.512,0.178,0.167,0,0.886,8.683,11.65,100.02,-0.09,0.05,110.15,0.07,2
2024-07-23 12:23:03,46.8931,-91.043,13.75,4.09,8.22,16,3.19,8.45,344.45,3.732,0.271,3.078,4.705,0.18,0.167,0,0.886,8.605,11.68,100.08,-0.07,0.05,110.19,0.07,2.05
2024-07-23 12:32:58,46.8931,-91.043,9.86,4.2,8.05,15.9,-3.98,2,336.86,3.782,0.267,3.11,4.802,0.198,0.179,0,0.838,8.457,11.72,100.09,-0.08,0.05,110.18,0.07,2.06
2024-07-23 12:42:59,46.8931,-91.0429,50.69,4.05,6.78,16,-7,1.78,17.39,3.763,0.317,3.174,4.77,0.177,0.173,0,0.87,8.433,11.72,100.06,-0.08,0.05,110.11,0.07,2.19
2024-07-23 12:53:04,46.8931,-91.043,354.09,3.63,7.15,15.9,2.6,10.47,325.99,3.65,0.274,3.19,4.689,0.17,0.129,0,0.87,8.418,11.74,100.14,-0.09,0.05,110.13,0.07,2.15
2024-07-23 13:03:05,46.8931,-91.043,40.82,3.65,7.13,15.8,-6.45,2.85,5.32,3.724,0.348,3.045,4.834,0.199,0.204,0,0.918,8.334,11.75,100.08,-0.04,0.05,110.06,0.07,2.18
2024-07-23 13:13:03,46.8931,-91.043,66.34,3.36,6.18,15.4,5.86,1.16,36.54,3.643,0.299,2.965,4.544,0.172,0.151,0,0.918,8.314,11.78,100.25,-0.09,0.05,110.1,0.07,2.15
2024-07-23 13:23:20,46.8931,-91.0429,54.77,4.51,8.12,15.5,2.33,0.34,23.17,3.638,0.357,3.029,4.802,0.17,0.137,0,0.951,8.151,11.79,99.93,-0.1,0.05,109.94,0.07,2.22
2024-07-23 13:33:06,46.8931,-91.0429,39.15,4.37,6.47,15.6,0.12,5.26,11.25,3.57,0.312,2.9,4.592,0.182,0.172,0,0.87,8.19,11.8,100.09,-0.04,0.05,110.03,0.07,2.27
2024-07-23 13:43:02,46.8931,-91.0429,25.54,3.31,6.53,15.5,-2.3,0.13,348.44,3.493,0.324,2.836,4.528,0.16,0.136,0,0.773,8.146,11.8,100.06,-0.08,0.05,109.98,0.07,2.24
2024-07-23 13:53:03,46.893,-91.0429,28.85,4.9,7.36,15.8,-3.14,3.1,357.45,3.597,0.319,2.884,4.753,0.205,0.198,0,0.935,8.069,11.83,100.07,-0.06,0.05,109.98,0.07,2.31
2024-07-23 14:03:02,46.893,-91.043,18.9,5.01,7.8,16.2,-4.36,1.79,346.4,3.428,0.348,2.691,4.608,0.171,0.152,0,0.918,7.953,11.85,99.96,-0.07,0.05,109.84,0.07,2.28
2024-07-23 14:23:08,46.8931,-91.0429,17.75,4.03,7.26,16.5,-0.25,0.65,338.35,3.09,0.33,2.336,4.125,0.163,0.154,0,0.918,7.701,11.92,99.93,-0.05,0.05,109.82,0.07,2.35
2024-07-23 14:33:09,46.8931,-91.0429,8.8,5.43,8.52,16.2,-4.77,-0.49,341.7,2.979,0.311,2.304,3.932,0.152,0.133,0,0.741,7.761,11.91,100.01,-0.07,0.05,109.76,0.07,2.38
2024-07-23 14:43:04,46.8931,-91.043,354.49,3.51,6.31,16.7,-2.93,-0.12,311.49,2.706,0.29,2.127,3.754,0.168,0.182,0,0.854,7.516,11.95,99.76,-0.07,0.05,109.67,0.07,2.42
2024-07-23 14:53:05,46.8931,-91.043,7.38,4.31,7.35,15.3,1.31,2.59,329.08,2.822,0.297,2.143,3.851,0.173,0.176,0,0.87,7.695,11.93,100.04,-0.09,0.05,109.68,0.07,2.43
2024-07-23 15:03:11,46.8931,-91.043,7.72,4.99,9.03,15.2,4.77,12.35,335.72,2.706,0.336,1.885,3.867,0.175,0.202,0,0.935,7.709,11.94,100.08,-0.1,0.05,109.72,0.07,2.53
