"datetime","lat","lon","truewd","ws","gust","atmoairt","roll","pitch","heading","chlavg","chlsd","chlmin","chlmax","phyavg","physd","phymin","phymax","exotempc","exodomgl","exodosat","exophy","exosal","exospcond","exotds","exoturb"
2024-05-28 13:05:46,46.8931,-91.0429,243.38,3.93,7.79,10.7,-1.16,3,291.88,0.7,0.325,0.161,1.692,0.148,0.167,0,1.031,8.818,11.96,103.06,-0.28,0.05,108.07,0.07,0.63
2024-05-28 13:15:46,46.8931,-91.043,293.06,5.96,8.05,9.7,4.13,8.57,333.66,0.617,0.322,0.113,1.644,0.152,0.184,0,1.096,8.905,11.94,103.13,-0.29,0.05,108.07,0.07,0.59
2024-05-28 13:45:49,46.8931,-91.0429,175.18,1.43,2.52,11.6,0.96,0.89,245.28,0.72,0.314,0.226,1.692,0.182,0.207,0,0.902,8.864,11.96,103.18,-0.3,0.05,108.1,0.07,0.6
2024-05-28 13:55:45,46.8931,-91.0428,182.71,1.55,2.24,11.3,0.69,3.88,258.51,0.627,0.243,0.193,1.531,0.157,0.173,0,0.902,8.798,11.97,103.07,-0.31,0.05,108.09,0.07,0.61
2024-05-28 14:35:53,46.8931,-91.0429,191.06,0.74,1.39,11.6,-1.49,0.68,287.76,0.641,0.361,0.097,1.789,0.145,0.161,0,0.886,8.958,11.96,103.42,-0.31,0.05,108.09,0.07,0.61
2024-05-28 14:55:50,46.8931,-91.0429,167.01,0.7,1.48,12.6,-2.09,0.28,284.51,0.562,0.254,0.048,1.563,0.152,0.159,0,0.741,9.187,11.94,103.79,-0.25,0.05,108.06,0.07,0.56
2024-05-28 15:15:56,46.8931,-91.0429,215.34,0.61,1.78,13.2,-3.57,1.23,278.94,0.583,0.249,0.177,1.466,0.15,0.181,0,0.854,9.214,11.95,103.92,-0.27,0.05,108.1,0.07,0.53
2024-05-28 15:35:52,46.8932,-91.0429,283.47,1.32,2.07,12.7,-0.06,3.49,321.37,0.597,0.303,0.081,1.611,0.139,0.13,0,0.918,9.204,11.96,104.01,-0.28,0.05,108.1,0.07,0.54
2024-05-28 15:45:56,46.893,-91.0429,276.25,2.21,3.25,12.5,-0.98,2.58,328.25,0.596,0.302,0.097,1.579,0.133,0.122,0,0.79,9.156,11.97,103.94,-0.3,0.05,108.11,0.07,0.52
2024-05-28 18:26:09,46.8931,-91.0429,169.89,0.82,1.26,12.3,-1.78,1.8,245.99,0.821,0.288,0.338,1.756,0.149,0.166,0,0.902,9.139,12.01,104.23,-0.28,0.05,108.14,0.07,0.6
2024-05-28 19:16:12,46.8931,-91.0429,225.68,0.65,1,12.7,-1.77,1.75,252.88,1.078,0.309,0.548,2.143,0.136,0.138,0,0.838,9.046,12.02,104.12,-0.26,0.05,108.14,0.07,0.58
2024-05-28 19:26:12,46.8931,-91.0429,253.75,0.72,2.07,12.8,-1,1.85,277.25,1.254,0.331,0.677,2.32,0.157,0.163,0,0.951,9.029,12.02,104.1,-0.21,0.05,108.14,0.07,0.6
2024-05-28 20:16:17,46.8931,-91.043,206.9,0.9,1.44,12.4,-1.9,1.42,258.1,2.117,0.328,1.402,3.11,0.141,0.099,0,0.628,8.958,12.03,104,-0.21,0.05,108.12,0.07,0.53
2024-05-28 21:36:23,46.8931,-91.0429,13.49,1.67,2.37,9.4,-2.28,2.31,92.59,2.523,0.307,1.805,3.609,0.133,0.124,0,0.806,9.007,12.03,104.1,-0.2,0.05,108.12,0.07,0.61
2024-05-28 21:46:24,46.8931,-91.0428,27.27,0.96,1.57,9.4,-1.47,2.18,110.77,2.504,0.316,1.966,3.625,0.14,0.11,0,0.628,9.002,12.03,104.11,-0.2,0.05,108.14,0.07,0.58
2024-05-28 21:56:21,46.8931,-91.0429,61.51,0.83,1.44,9.3,-1.17,1.89,152.71,2.64,0.382,1.821,3.706,0.198,0.213,0,0.902,9.004,12.03,104.14,-0.22,0.05,108.1,0.07,0.59
2024-05-28 22:06:21,46.8931,-91.0429,292.99,0.69,1.99,9.3,-1.95,1.37,150.79,2.678,0.449,1.611,4.254,0.159,0.17,0,0.918,8.991,12.04,104.12,-0.22,0.05,108.11,0.07,0.59
2024-05-28 22:16:21,46.8931,-91.0429,66.89,1.42,1.86,8.9,-1.01,2.02,150.19,2.582,0.324,1.966,3.738,0.143,0.116,0,0.822,9.006,12.04,104.16,-0.21,0.05,108.11,0.07,0.6
2024-05-28 22:26:22,46.8931,-91.0429,60.82,1.78,2.24,8.7,-1.27,1.75,137.22,2.74,0.432,1.74,4.27,0.154,0.15,0,0.935,8.969,12.04,104.07,-0.22,0.05,108.1,0.07,0.54
2024-05-28 22:46:23,46.8931,-91.0429,5.71,1.1,1.46,8.7,-2.23,1.89,99.61,2.604,0.329,2.079,3.513,0.157,0.169,0,0.87,8.973,12.03,104.06,-0.24,0.05,108.12,0.07,0.59
2024-05-28 23:06:24,46.8931,-91.0429,52.02,1.3,2.09,8.2,-1.29,2.22,135.72,2.853,0.452,2.111,4.496,0.162,0.158,0,0.822,9.13,12.02,104.33,-0.2,0.05,108.13,0.07,0.58
2024-05-28 23:16:24,46.8931,-91.0429,66.21,0.96,1.74,7.9,-0.76,2.11,152.71,2.733,0.343,2.111,4.077,0.167,0.184,0,0.886,9.308,12,104.63,-0.23,0.05,108.14,0.07,0.53
2024-05-28 23:36:25,46.8931,-91.0429,349.28,1.29,1.86,8.2,-1,1.27,139.08,2.645,0.334,2.127,3.69,0.18,0.172,0,0.854,9.22,12.02,104.53,-0.26,0.05,108.12,0.07,0.55
2024-05-28 23:56:26,46.8931,-91.0429,38.62,1.1,1.49,7.6,-1.43,2.27,129.02,2.669,0.335,1.982,3.593,0.172,0.159,0,0.822,9.325,12.01,104.77,-0.18,0.05,108.05,0.07,0.5
2024-05-29 00:26:32,46.8931,-91.0429,51.81,1.13,1.55,7.1,-1.04,1.68,135.21,2.836,0.469,2.062,5.011,0.179,0.174,0,0.886,9.283,12.02,104.7,-0.18,0.05,108.05,0.07,0.52
2024-05-29 00:36:28,46.8931,-91.0429,47.21,1.59,2.22,6.9,-1.37,1.21,127.01,2.705,0.28,2.062,3.706,0.164,0.169,0,0.838,9.478,11.98,104.88,-0.25,0.05,108.09,0.07,0.49
2024-05-29 00:46:32,46.8932,-91.0429,60.38,1.35,2.21,7,-1.37,2.3,143.68,2.668,0.333,1.982,3.754,0.172,0.157,0,0.838,10.803,11.75,106.1,-0.37,0.05,109.15,0.07,0.76
2024-05-29 00:56:28,46.8931,-91.0429,143.41,0.5,1.23,7.2,-1.81,1.66,152.11,2.77,0.342,2.208,3.706,0.164,0.164,0,0.87,10.764,11.76,106.12,-0.36,0.05,109.05,0.07,0.67
2024-05-29 01:06:33,46.8931,-91.0429,14.66,1.11,2.21,7.7,-0.85,1.57,108.66,2.708,0.38,1.966,3.916,0.177,0.164,0,0.806,10.87,11.75,106.26,-0.35,0.05,109.36,0.07,0.67
2024-05-29 01:16:29,46.8931,-91.0429,107.06,1.33,2.65,7.8,-1.61,1.83,170.56,2.846,0.385,2.095,4.044,0.179,0.187,0,0.951,10.837,11.75,106.17,-0.35,0.05,109.21,0.07,0.66
2024-05-29 01:36:34,46.8931,-91.0429,38.39,1.34,2.43,7.5,-1.3,1.82,127.09,2.878,0.368,2.336,3.819,0.172,0.184,0,0.967,10.535,11.81,105.93,-0.35,0.05,109.97,0.07,0.65
2024-05-29 01:46:35,46.8931,-91.0428,38.92,1.54,2.04,7.6,-1.42,2.02,122.82,2.847,0.303,2.191,4.125,0.154,0.159,0,0.838,10.717,11.8,106.33,-0.33,0.05,109.48,0.07,0.61
2024-05-29 01:56:32,46.8931,-91.0428,61.28,1.01,1.73,7.7,-1.78,1.84,142.18,2.843,0.328,2.175,3.851,0.194,0.203,0,0.902,10.733,11.81,106.42,-0.36,0.05,109.49,0.07,0.62
2024-05-29 02:06:36,46.8931,-91.0428,33.86,0.7,1.25,7.8,-1.34,2.41,121.36,3.028,0.336,2.401,3.932,0.167,0.165,0,0.838,10.77,11.78,106.28,-0.37,0.05,109.67,0.07,0.61
2024-05-29 02:16:32,46.8931,-91.0428,28.38,1.01,1.49,7.8,-1.67,1.69,125.48,3.039,0.397,2.272,3.996,0.189,0.19,0,1.015,10.701,11.8,106.27,-0.36,0.05,109.47,0.07,0.6
2024-05-29 02:26:33,46.8931,-91.0428,38.61,1.25,1.67,7.5,-1.31,2.1,122.21,2.963,0.396,2.159,4.286,0.195,0.187,0,0.902,10.7,11.8,106.26,-0.39,0.05,109.43,0.07,0.63
2024-05-29 02:36:33,46.8931,-91.0428,50.63,1.39,1.86,7.4,-1.51,1.94,134.43,2.968,0.289,2.401,3.98,0.182,0.186,0,0.902,10.698,11.79,106.23,-0.35,0.05,109.44,0.07,0.61
2024-05-29 02:46:33,46.8932,-91.0428,50.45,1.63,2.6,7.5,-0.5,2.49,130.25,3.205,0.432,2.546,4.496,0.182,0.164,0,0.935,10.705,11.79,106.24,-0.35,0.05,109.36,0.07,0.6
2024-05-29 03:06:34,46.8932,-91.0429,31.91,0.88,1.77,7.3,-1.49,1.44,133.61,2.975,0.341,2.256,4.125,0.19,0.186,0,0.951,10.687,11.79,106.16,-0.29,0.05,109.11,0.07,0.58
2024-05-29 03:16:34,46.8932,-91.0429,27.19,0.68,1.29,7.3,-1.39,1.82,134.89,3.35,0.493,2.32,4.947,0.174,0.143,0,0.854,10.114,11.9,105.74,-0.28,0.05,108.38,0.07,0.51
2024-05-29 03:26:34,46.8932,-91.0429,70.28,1.18,1.44,7,-0.94,2.19,141.58,3.605,0.454,2.675,4.673,0.187,0.181,0,0.886,10.137,11.95,106.18,-0.27,0.05,108.6,0.07,0.55
2024-05-29 03:36:35,46.8931,-91.0429,51.39,1.31,1.86,6.6,-1.93,0.66,132.39,3.26,0.333,2.53,4.141,0.144,0.095,0,0.612,10.41,11.84,105.91,-0.25,0.05,108.68,0.07,0.49
2024-05-29 03:46:35,46.8931,-91.0429,80.98,1.19,1.59,6.4,-1.76,2.13,149.68,3.492,0.446,2.643,5.027,0.196,0.185,0,0.983,10.448,11.82,105.87,-0.27,0.05,109.13,0.07,0.59
2024-05-29 03:56:35,46.8931,-91.0429,65.63,1.75,2.4,6.2,-1.22,0.87,136.33,3.423,0.401,2.562,4.576,0.182,0.193,0,0.967,10.12,11.92,105.97,-0.29,0.05,108.39,0.07,0.54
2024-05-29 04:06:40,46.8932,-91.0429,49.93,1.64,2.4,6.1,-1.21,0.5,131.13,3.302,0.346,2.53,4.27,0.195,0.199,0,1.015,10.228,11.85,105.59,-0.28,0.05,109.56,0.07,0.63
2024-05-29 04:16:41,46.8932,-91.0429,19.57,1.11,1.55,6.3,-1.14,0.87,118.97,3.389,0.323,2.804,4.318,0.214,0.202,0,0.886,10.081,11.83,105.05,-0.33,0.05,109.43,0.07,0.61
2024-05-29 04:26:41,46.8931,-91.0429,48.28,1.12,1.55,6.2,-1.7,-0.53,132.08,3.452,0.385,2.675,4.625,0.18,0.185,0,1.031,9.988,11.87,105.13,-0.32,0.05,109.28,0.07,0.59
2024-05-29 04:36:37,46.8931,-91.0429,58.45,0.89,1.4,6.4,-2.07,1.6,129.85,3.42,0.423,2.353,4.753,0.179,0.182,0,1.047,9.977,11.86,105,-0.31,0.05,109.28,0.07,0.62
2024-05-29 04:46:38,46.8931,-91.0429,81.66,1.34,1.92,6.4,-1.6,1.33,142.76,3.767,0.51,2.691,5.06,0.177,0.164,0,0.806,9.862,11.89,105.04,-0.27,0.05,109.02,0.07,0.6
2024-05-29 04:56:38,46.8931,-91.0429,80.62,0.9,1.36,6.3,-1.04,2.14,134.02,3.569,0.416,2.514,4.689,0.169,0.138,0,0.902,9.665,11.96,105.16,-0.28,0.05,108.83,0.07,0.59
2024-05-29 05:06:39,46.8931,-91.0429,61.46,0.68,1.11,6.3,0.01,4.06,133.36,3.746,0.39,2.852,4.898,0.173,0.157,0,0.741,9.566,11.96,104.95,-0.31,0.05,108.46,0.07,0.55
2024-05-29 05:16:40,46.8931,-91.0429,59.51,1.38,2.05,5.7,-0.98,2.27,132.21,4.202,0.556,3.207,6.01,0.164,0.148,0,1.015,9.457,12.01,105.07,-0.29,0.05,108.37,0.07,0.55
2024-05-29 05:26:40,46.8931,-91.0429,49.24,1.34,1.64,5.6,-0.85,2.59,129.34,4.288,0.396,3.384,5.333,0.187,0.169,0,0.967,9.415,12.02,105.08,-0.26,0.05,108.43,0.07,0.55
2024-05-29 05:46:42,46.8932,-91.0429,42.78,1.15,1.51,5.5,-1.12,2.65,135.48,4.36,0.593,3.207,5.849,0.171,0.14,0,0.741,9.393,11.99,104.68,-0.27,0.05,108.54,0.07,0.59
2024-05-29 07:16:54,46.8932,-91.0429,179.23,0.46,0.7,9,-1.83,1.09,142.33,3.197,0.609,2.111,4.463,0.182,0.174,0,0.902,9.169,12.03,104.55,-0.22,0.05,108.15,0.07,0.56
2024-05-29 07:26:51,46.8932,-91.0429,194.35,0.99,1.99,8.8,-0.72,1.86,156.55,3.923,0.552,2.159,5.124,0.184,0.181,0,0.902,9.133,12.08,104.84,-0.26,0.05,108.24,0.07,0.53
2024-05-29 07:36:51,46.8932,-91.0429,195.86,0.99,1.88,9.1,-1.19,1.89,156.46,3.576,0.621,2.401,5.366,0.183,0.148,0,0.902,9.156,12.06,104.71,-0.25,0.05,108.29,0.07,0.58
2024-05-29 07:46:51,46.8932,-91.0429,177.81,0.85,1.74,9.4,-1.23,1.52,154.21,3.259,0.502,1.644,4.528,0.181,0.167,0,0.886,9.203,12.01,104.44,-0.26,0.05,108.4,0.07,0.56
2024-05-29 08:16:53,46.8931,-91.0429,213.15,2.15,2.66,8.4,-2.15,1.36,183.75,1.26,0.544,0.419,3.11,0.18,0.196,0,0.935,9.186,12.01,104.41,-0.26,0.05,108.4,0.07,0.56
2024-05-29 08:26:54,46.8931,-91.0429,200.97,1.23,2.27,8.8,-1.84,2.65,165.77,1.148,0.373,0.387,2.369,0.174,0.211,0,1.096,9.18,12.02,104.44,-0.28,0.05,108.37,0.07,0.57
2024-05-29 08:37:12,46.8931,-91.0429,208.38,0.27,0.58,10.3,-2.12,1.55,158.18,1.33,0.538,0.403,3.271,0.177,0.191,0,0.854,9.154,12.02,104.37,-0.28,0.05,108.29,0.07,0.53
2024-05-29 08:46:54,46.8931,-91.0429,156.33,0.7,1.17,9.4,-1.23,2.54,169.23,1.044,0.304,0.419,2.014,0.164,0.162,0,0.999,9.146,12.03,104.44,-0.22,0.05,108.35,0.07,0.59
2024-05-29 08:56:55,46.8931,-91.0429,229.29,1.58,2.13,8.8,-0.79,3.09,199.89,1.031,0.341,0.354,2.288,0.156,0.167,0,0.967,9.159,12.03,104.5,-0.25,0.05,108.39,0.07,0.56
2024-05-29 09:06:55,46.8931,-91.0428,229.72,1.82,2.59,8.8,-0.89,1.95,208.12,1,0.339,0.354,2.03,0.164,0.165,0,0.999,9.148,12.03,104.46,-0.23,0.05,108.37,0.07,0.56
2024-05-29 09:26:56,46.8931,-91.043,312.95,3.2,4.37,8.9,-1.44,2.48,334.05,1.043,0.321,0.451,2.272,0.169,0.17,0,0.87,9.172,12.03,104.52,-0.21,0.05,108.47,0.07,0.57
2024-05-29 09:36:56,46.8931,-91.043,257.07,2.85,3.57,9.1,-2.29,2.15,312.67,1.156,0.393,0.371,2.433,0.157,0.164,0,0.951,9.267,12.01,104.59,-0.2,0.05,108.44,0.07,0.56
2024-05-29 09:47:00,46.893,-91.0428,249.42,2.41,2.98,9.1,-0.88,1.33,287.12,0.997,0.322,0.387,1.934,0.165,0.18,0,0.902,9.228,12.01,104.47,-0.27,0.05,108.39,0.07,0.56
2024-05-29 09:56:58,46.8931,-91.0429,268.16,3.14,4.61,9.1,0.43,1.51,304.56,0.872,0.309,0.274,1.772,0.156,0.172,0,0.854,9.146,12.03,104.44,-0.23,0.05,108.32,0.07,0.55
2024-05-29 10:06:57,46.8931,-91.043,242.51,4.67,5.68,8.8,-1.83,3.09,300.71,0.691,0.3,0.129,1.66,0.137,0.16,0,0.918,9.175,12.04,104.6,-0.26,0.05,108.29,0.07,0.55
2024-05-29 10:17:02,46.8931,-91.0429,257.3,5.1,6.28,8.6,4,5.19,319.1,0.599,0.265,0.113,1.563,0.153,0.177,0,0.886,9.226,12.03,104.63,-0.23,0.05,108.18,0.07,0.58
2024-05-29 11:57:09,46.8931,-91.0429,260.65,4.19,5.42,8.4,-0.78,3.27,321.35,0.689,0.312,0.177,1.676,0.138,0.145,0,0.854,9.252,12.06,105,-0.28,0.05,108.12,0.07,0.53
2024-05-29 12:07:11,46.8931,-91.0428,233.33,4.71,6.68,8.4,-3.77,4.69,295.13,0.656,0.275,0.064,1.724,0.148,0.17,0,0.87,9.287,12.06,105.05,-0.27,0.05,108.12,0.07,0.53
2024-05-29 12:17:07,46.8931,-91.0429,245.06,4.85,6.35,8.4,1.65,8.09,306.76,0.686,0.336,0.177,1.66,0.128,0.135,0,0.806,9.313,12.06,105.1,-0.27,0.05,108.15,0.07,0.55
2024-05-29 12:27:07,46.8931,-91.043,238.06,4.39,6.05,8.5,-0.31,10.55,296.16,0.673,0.314,0.209,1.676,0.147,0.146,0,0.87,9.419,12.03,105.16,-0.25,0.05,108.17,0.07,0.53
2024-05-29 12:37:07,46.8931,-91.0429,233.54,4.35,5.94,8.7,2.48,0.71,294.04,0.635,0.323,0.032,1.692,0.129,0.124,0,0.757,9.5,12.02,105.29,-0.23,0.05,108.18,0.07,0.48
2024-05-29 12:47:11,46.8931,-91.043,224.14,4.96,6.38,8.9,-2.39,-2.35,288.14,0.647,0.373,0,1.692,0.117,0.119,0,0.806,9.597,12.03,105.57,-0.29,0.05,108.31,0.07,0.57
2024-05-29 12:57:08,46.8931,-91.043,234.47,5.54,7.11,9.2,0.59,0.78,298.47,0.638,0.324,0.129,1.708,0.166,0.194,0,0.886,9.656,12,105.48,-0.28,0.05,108.24,0.07,0.53
2024-05-29 14:07:18,46.8931,-91.0429,266.55,6.48,8.29,12,-3.46,-0.21,326.95,0.602,0.265,0,1.644,0.142,0.163,0,1.031,9.547,12.02,105.41,-0.3,0.05,108.28,0.07,0.55
2024-05-29 14:17:19,46.8931,-91.0429,258.37,6.77,8.28,12.1,-2.2,3.69,318.97,0.621,0.291,0.129,1.644,0.161,0.182,0,0.838,9.52,12.01,105.22,-0.22,0.05,108.21,0.07,0.53
2024-05-29 14:27:19,0,0,267.58,7.19,8.71,10.8,4.82,5.64,327.88,0.681,0.271,0.113,1.708,0.137,0.162,0,0.951,9.491,12.05,105.45,-0.23,0.05,108.31,0.07,0.54
2024-05-29 14:37:15,46.8931,-91.0429,276.71,7,8.62,12.1,5.71,9.05,338.21,0.667,0.303,0.064,1.724,0.191,0.206,0,0.999,9.388,12.06,105.31,-0.26,0.05,108.26,0.07,0.52
2024-05-29 14:47:19,46.8931,-91.0429,286.57,6.89,9.49,13.1,5.18,7.97,345.77,0.658,0.255,0.097,1.547,0.132,0.129,0,0.79,9.354,12.06,105.25,-0.24,0.05,108.27,0.07,0.53
2024-05-29 15:07:16,46.8931,-91.0429,272.09,6.93,8.57,13.3,0.12,5.89,334.09,0.642,0.263,0.177,1.676,0.16,0.2,0,1.063,9.059,12.11,104.95,-0.22,0.05,108.19,0.07,0.53
2024-05-29 15:17:18,46.8931,-91.0429,270.59,6.3,8.31,13.5,0.37,0.87,327.69,0.768,0.292,0.242,1.708,0.148,0.165,0,0.806,8.745,12.15,104.52,-0.25,0.05,108.07,0.07,0.57
2024-05-29 15:27:22,46.8931,-91.0429,288.8,6.5,9.57,13.1,4.73,8.83,347.7,0.724,0.313,0.209,1.772,0.152,0.175,0,1.063,8.837,12.14,104.68,-0.25,0.05,108.14,0.07,0.55
2024-05-29 15:37:18,46.8931,-91.0429,282.68,6.28,7.6,13.7,-4.66,5.17,339.28,0.741,0.292,0.193,1.772,0.147,0.155,0,0.741,8.76,12.16,104.63,-0.21,0.05,108.15,0.07,0.56
2024-05-29 15:47:18,46.8931,-91.043,270.7,6.11,7.37,13.4,-6.99,-4.61,327.7,0.747,0.319,0.29,1.708,0.128,0.134,0,0.935,8.687,12.17,104.52,-0.21,0.05,108.12,0.07,0.53
2024-05-29 16:17:25,46.8931,-91.043,268.06,5.69,8.48,13.6,-1.51,4.11,324.06,0.794,0.338,0.242,1.756,0.151,0.171,0,0.886,8.464,12.21,104.28,-0.23,0.05,108.06,0.07,0.58
2024-05-29 16:27:22,46.8931,-91.0431,283.44,5.52,7.15,13.3,4.69,4.75,340.84,0.767,0.306,0.29,1.805,0.146,0.139,0,0.87,8.453,12.22,104.36,-0.22,0.05,108.1,0.07,0.55
2024-05-29 16:47:27,46.8931,-91.043,270.13,5.02,7.66,14.7,-3.85,0.98,319.93,0.792,0.285,0.242,1.837,0.176,0.197,0,0.902,8.388,12.23,104.31,-0.22,0.05,108.08,0.07,0.53
2024-05-29 16:57:27,46.8931,-91.043,262.3,5.34,7.28,14,-1.11,4.57,317.7,0.81,0.293,0.226,1.805,0.123,0.118,0,0.773,8.341,12.25,104.33,-0.23,0.05,108.09,0.07,0.52
2024-05-29 17:07:23,46.893,-91.043,28.69,5,7.02,14.4,-1.2,0.85,344.29,0.784,0.338,0.242,1.724,0.164,0.145,0,0.806,8.334,12.25,104.28,-0.25,0.05,108.07,0.07,0.53
2024-05-29 17:17:23,46.8931,-91.043,2.66,5.23,7.9,14.1,3.62,7.56,326.16,0.809,0.32,0.177,1.692,0.174,0.212,0,0.935,8.285,12.25,104.2,-0.26,0.05,108.04,0.07,0.58
2024-05-29 17:27:23,46.8931,-91.043,5.75,4.96,6.34,14.3,0.13,6.21,331.15,0.777,0.262,0.209,1.756,0.145,0.149,0,0.935,8.253,12.27,104.27,-0.18,0.05,108.07,0.07,0.55
2024-05-29 17:37:28,46.8931,-91.043,350.76,5.11,6.78,13.7,-3.48,-1.66,315.46,0.8,0.292,0.306,1.869,0.128,0.103,0,0.725,8.202,12.28,104.23,-0.21,0.05,108.06,0.07,0.57
2024-05-29 17:47:25,46.8931,-91.043,6.21,5.21,6.65,13.3,4.96,7.53,333.91,0.86,0.333,0.387,1.837,0.143,0.167,0,0.967,8.189,12.28,104.22,-0.24,0.05,108.07,0.07,0.54
2024-05-29 18:47:33,46.8931,-91.043,118.5,2.39,4.29,16.6,-4.71,1.05,11,1.028,0.333,0.435,2.111,0.189,0.203,0,0.886,7.946,12.33,104,-0.16,0.05,108.04,0.07,0.59
2024-05-29 18:57:30,46.8931,-91.043,83.02,2.25,4.3,16.8,-3.68,0.87,335.72,1.097,0.324,0.5,2.079,0.145,0.152,0,0.838,7.939,12.33,103.99,-0.24,0.05,108.06,0.07,0.55
2024-05-29 19:07:35,46.8931,-91.043,88.29,3.21,5.43,16.7,-1,4.57,61.79,1.311,0.31,0.564,2.433,0.149,0.155,0,0.935,7.89,12.35,103.99,-0.2,0.05,108.06,0.07,0.53
2024-05-29 19:37:37,46.8932,-91.0429,146.31,1.57,5.35,16.4,-0.81,4.41,124.51,1.919,0.286,1.386,2.933,0.125,0.107,0,0.661,7.81,12.37,104.02,-0.17,0.05,108.08,0.07,0.55
2024-05-29 19:57:34,46.8931,-91.043,134.57,1.23,2.71,15.9,-1.36,3.09,116.37,2.672,0.363,2.03,3.916,0.172,0.17,0,0.999,7.78,12.41,104.24,-0.22,0.05,108.14,0.07,0.54
2024-05-29 20:07:35,46.8931,-91.0429,132.24,1.61,2.71,15,-0.26,1.3,121.64,2.881,0.398,2.079,4.189,0.167,0.134,0,0.854,7.77,12.42,104.3,-0.18,0.05,108.16,0.07,0.57
2024-05-29 20:17:35,46.8931,-91.0429,133.12,1.23,4.24,14.7,0.05,2.03,116.72,3.125,0.337,2.385,4.125,0.186,0.19,0,0.902,7.815,12.42,104.46,-0.13,0.05,108.17,0.07,0.58
2024-05-29 20:27:35,46.8931,-91.0429,175.71,0.74,1.78,14.4,-0.73,2.49,130.11,3.152,0.363,2.449,4.334,0.18,0.201,0,0.918,7.833,12.44,104.61,-0.14,0.05,108.17,0.07,0.57
2024-05-29 20:37:41,46.8931,-91.0429,163.11,0.86,1.58,13.8,-1.27,-0.52,111.71,3.188,0.438,2.353,4.512,0.19,0.21,0,0.918,7.837,12.44,104.63,-0.12,0.05,108.19,0.07,0.59
2024-05-29 20:47:37,46.8931,-91.0429,152.42,0.74,1.66,12.8,-0.56,2.99,120.72,3.217,0.397,2.481,4.463,0.173,0.176,0,0.935,7.814,12.44,104.62,-0.13,0.05,108.19,0.07,0.61
2024-05-29 23:17:53,46.8931,-91.043,100.4,4.03,5.73,9.1,-1.69,3.32,81.5,3.657,0.341,2.836,4.625,0.196,0.185,0,0.886,8.329,12.28,104.51,-0.23,0.05,108.22,0.07,0.56
2024-05-29 23:27:49,46.8931,-91.0429,105.15,3.44,6.34,9.2,0.37,2.98,88.35,3.749,0.399,2.933,4.85,0.174,0.151,0,0.918,8.343,12.28,104.59,-0.18,0.05,108.19,0.07,0.51
2024-05-29 23:47:50,46.8931,-91.043,114.49,4.16,5.91,9.2,0.78,4.27,96.79,3.548,0.29,2.917,4.705,0.208,0.215,0,0.951,8.39,12.26,104.54,-0.19,0.05,108.22,0.07,0.5
2024-05-29 23:57:51,46.8931,-91.0429,119.43,4.56,6.56,9.7,0.02,3.33,99.43,3.852,0.489,2.933,5.527,0.192,0.203,0,0.902,8.377,12.25,104.43,-0.17,0.05,108.23,0.07,0.53
2024-05-30 00:07:51,46.8931,-91.0429,99.08,3.85,5.91,9.7,-0.81,3.42,78.98,3.74,0.409,3.045,5.043,0.191,0.186,0,0.838,8.359,12.26,104.43,-0.21,0.05,108.2,0.07,0.56
2024-05-30 00:37:53,46.8931,-91.0429,134.99,2.17,3.74,9.3,-0.05,3.31,125.39,3.823,0.507,2.884,5.914,0.192,0.19,0,0.822,8.372,12.24,104.32,-0.15,0.05,108.17,0.07,0.56
2024-05-30 01:08:00,46.8931,-91.0429,167.43,0.77,1.3,8.8,-0.49,2.13,159.33,3.845,0.614,2.82,6.864,0.137,0.117,0,0.822,8.442,12.22,104.3,-0.19,0.05,108.17,0.07,0.55
2024-05-30 01:18:00,46.8932,-91.0429,124.95,1.03,1.72,8,-0.5,2.75,140.95,3.848,0.618,3.11,6.945,0.211,0.212,0,0.967,8.491,12.19,104.19,-0.22,0.05,108.16,0.07,0.47
2024-05-30 02:08:00,46.8931,-91.0429,64.58,1.45,2.03,6.4,-0.49,2.52,176.38,3.886,0.438,2.868,5.736,0.163,0.115,0,0.661,8.477,12.18,104.11,-0.17,0.05,108.1,0.07,0.51
2024-05-30 02:18:00,46.8931,-91.0429,72.77,1.69,2.47,6.3,0.44,2.14,183.47,3.946,0.541,2.884,5.897,0.19,0.169,0,0.87,8.518,12.17,104.09,-0.18,0.05,108.15,0.07,0.52
2024-05-30 02:28:01,46.8931,-91.043,154.26,1.15,1.76,6,0.65,4.78,276.26,3.678,0.442,2.9,4.721,0.178,0.155,0,0.999,8.523,12.18,104.16,-0.17,0.05,108.14,0.07,0.53
2024-05-30 02:38:02,46.8931,-91.043,107.95,1.03,1.68,5.8,-1.73,5.29,225.75,3.894,0.77,2.884,7.783,0.2,0.175,0,0.741,8.533,12.17,104.09,-0.21,0.05,108.14,0.07,0.51
2024-05-30 02:48:02,46.8931,-91.043,107.04,1.49,2.35,5.4,0.31,1.23,225.74,3.928,0.583,3.11,5.994,0.181,0.176,0,0.967,8.526,12.16,104.03,-0.23,0.05,108.13,0.07,0.49
2024-05-30 02:58:02,46.8931,-91.043,69.97,1.34,2.03,5.1,-1.31,2.24,166.47,3.723,0.34,3.11,4.786,0.173,0.196,0,0.935,8.533,12.16,104.04,-0.18,0.05,108.12,0.07,0.51
