Site,Date,Latitude,Longitude,Project,Depth,Rep,Type,DOC,DOCFlag,POC,POCFlag,POC2,POC2Flag,NO3,NO3Flag,NH3,NH3Flag,TDN,TDNFlag,PON,PONFlag,PON2,PON2Flag,SRP,SRPFlag,TDP,TDPFlag,PP,PPFlag,TP,TPFlag,SRSi,SiFlag,Chl,ChlFlag,Chl2,Chl2Flag,Phyco,PhycoFlag,TSS,TSSFlag
Amnicon 2a,6/8/2021,46.6957,-91.8586,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.173,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Amnicon 2b,6/8/2021,46.7285,-91.8736,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.058,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Amnicon 2b,6/8/2021,46.7285,-91.8736,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.058,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Bark Bay,6/8/2021,46.8508,-91.1747,NPS,0,1,Lake,117,none,11.1,none,NA,none,27.1,none,0.233,none,30.9,none,0.97,none,NA,none,0.079,none,0.095,none,0.022,none,0.122,none,39.5,none,0.09,none,NA,none,NA,none,0.3,none
Bark Bay,6/8/2021,46.8508,-91.1747,NPS,0,2,Lake,120,none,11.5,none,NA,none,NA,none,NA,none,30.5,none,1,none,NA,none,NA,none,NA,none,0.049,none,NA,none,NA,none,0.156,none,NA,none,NA,none,NA,none
Brule 3a,6/8/2021,46.7494,-91.6119,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.163,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Brule 3a,6/8/2021,46.7494,-91.6119,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.164,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Brule 3b,6/8/2021,46.7683,-91.6202,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.088,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Brule 3b,6/8/2021,46.7683,-91.6202,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.085,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Brule 3c,6/8/2021,46.7808,-91.6279,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.076,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Brule 3c,6/8/2021,46.7808,-91.6279,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.072,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Flag 4a,6/8/2021,46.7938,-91.3867,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.097,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Flag 4a,6/8/2021,46.7938,-91.3867,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.099,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Flag 4b,6/8/2021,46.8128,-91.3913,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.08,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Flag 4b,6/8/2021,46.8128,-91.3913,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.08,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Flag 4c,6/8/2021,46.8248,-91.3956,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.089,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Flag 4c,6/8/2021,46.8248,-91.3956,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.084,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
LLO4,6/8/2021,46.8983,-91.145,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.051,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
LLO4,6/8/2021,46.8983,-91.145,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.045,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Mawikwe Bay,6/8/2021,46.8858,-91.0527,NPS,0,1,Lake,116,none,16,none,NA,none,26.9,none,0.171,none,29.1,none,1.12,none,NA,none,0.04,none,0.145,none,0.047,none,0.137,none,40.1,none,0.186,none,NA,none,NA,none,0.2,none
Mawikwe Bay,6/8/2021,46.8858,-91.0527,NPS,0,2,Lake,116,none,14,none,NA,none,NA,none,NA,none,30.1,none,1.14,none,NA,none,NA,none,NA,none,0.049,none,NA,none,NA,none,0.32,none,NA,none,NA,none,NA,none
Mawikwe Bay 5c,6/8/2021,46.9098,-91.0769,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.048,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Mawikwe Bay 5c,6/8/2021,46.9098,-91.0769,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.048,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Sea Caves,6/8/2021,46.9028,-91.0355,NPS,0,1,Lake,115,none,11.3,none,NA,none,27.2,none,0.298,none,30.6,none,1.14,none,NA,none,0.066,none,0.083,none,0.042,none,0.097,none,40.8,none,0.247,none,NA,none,NA,none,0.4,none
Sea Caves,6/8/2021,46.9028,-91.0355,NPS,0,2,Lake,118,none,11.7,none,NA,none,NA,none,NA,none,29.8,none,1.21,none,NA,none,NA,none,NA,none,0.044,none,NA,none,NA,none,0.41,none,NA,none,NA,none,NA,none
Siskiwit Bay,6/8/2021,46.8605,-91.1104,NPS,0,1,Lake,116,none,13.3,none,NA,none,25.1,none,0.146,none,28.8,none,1.01,none,NA,none,0.087,none,0.058,none,0.061,none,0.093,none,38.8,none,0.158,none,NA,none,NA,none,0.4,none
Siskiwit Bay,6/8/2021,46.8605,-91.1104,NPS,0,2,Lake,124,none,12.4,none,NA,none,NA,none,NA,none,29.2,none,1.03,none,NA,none,NA,none,NA,none,0.053,none,NA,none,NA,none,0.141,none,NA,none,NA,none,NA,none
Wisc Entry 1a,6/8/2021,46.7242,-92.0368,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.14,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Wisc Entry 1a,6/8/2021,46.7242,-92.0368,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.13,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Wisc Entry 1b,6/8/2021,46.7369,-92.0169,NPS,0,1,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.142,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Wisc Entry 1b,6/8/2021,46.7369,-92.0169,NPS,0,2,Lake,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.143,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none
Brule River,6/28/2021,46.7053,-91.6039,NPS,0,1,Watershed,202,none,134,none,NA,none,0.337,none,0.46,none,7.85,none,8.56,none,NA,none,0.217,none,0.408,none,0.607,none,2.079,none,200,none,2.52,none,NA,none,NA,none,11.8,none
Brule River,6/28/2021,46.7053,-91.6039,NPS,0,2,Watershed,204,none,122,none,NA,none,NA,none,NA,none,7.57,none,7.77,none,NA,none,NA,none,NA,none,0.536,none,NA,none,NA,none,2.62,none,NA,none,NA,none,NA,none
Flag River,6/28/2021,46.7818,-91.3725,NPS,0,1,Watershed,94.4,none,32.8,none,NA,none,2.48,none,0.726,none,6.71,none,1.66,none,NA,none,0.415,none,0.41,none,0.271,none,0.834,none,216,none,0.776,none,NA,none,NA,none,16.7,none
Flag River,6/28/2021,46.7818,-91.3725,NPS,0,2,Watershed,89.1,none,36.6,none,NA,none,NA,none,NA,none,5.93,none,1.94,none,NA,none,NA,none,NA,none,0.275,none,NA,none,NA,none,0.779,none,NA,none,NA,none,NA,none
Siskiwit Lake,6/28/2021,46.7962,-91.1226,NPS,0,1,Watershed,962,none,80.3,none,NA,none,0.232,none,0.619,none,24.9,none,6.83,none,NA,none,0.101,none,0.28,none,0.305,none,0.637,none,14.6,none,4.28,none,NA,none,NA,none,4,none
Siskiwit Lake,6/28/2021,46.7962,-91.1226,NPS,0,2,Watershed,986,none,79.2,none,NA,none,NA,none,NA,none,28.3,none,6.72,none,NA,none,NA,none,NA,none,0.299,none,NA,none,NA,none,4.67,none,NA,none,NA,none,NA,none
Siskiwit Lake Middle,6/28/2021,46.7942,-91.1295,NPS,0,1,Watershed,980,none,69.9,none,NA,none,0.12,none,0.419,none,25.1,none,5.82,none,NA,none,0.091,none,0.259,none,0.273,none,0.571,none,16.6,none,3.53,none,NA,none,NA,none,1.6,none
Siskiwit Lake Middle,6/28/2021,46.7942,-91.1295,NPS,0,2,Watershed,978,none,73.9,none,NA,none,NA,none,NA,none,23.2,none,6.08,none,NA,none,NA,none,NA,none,0.207,none,NA,none,NA,none,3.52,none,NA,none,NA,none,NA,none
Siskiwit Outlet,6/28/2021,46.8597,-91.1047,NPS,0,1,Lake,237,none,33.4,none,NA,none,24.1,none,0.626,none,38.7,none,3.52,none,NA,none,0.039,none,0.123,none,0.242,none,0.351,none,45.8,none,4.72,none,NA,none,NA,none,1.6,none
Siskiwit Outlet,6/28/2021,46.8597,-91.1047,NPS,0,2,Lake,234,none,34,none,NA,none,NA,none,NA,none,38.8,none,3.71,none,NA,none,NA,none,NA,none,0.174,none,NA,none,NA,none,2.79,none,NA,none,NA,none,NA,none
Siskiwit River,6/28/2021,46.8547,-91.0916,NPS,0,1,Watershed,216,none,70.6,none,NA,none,2.84,none,0.503,none,10.1,none,5.14,none,NA,none,0.435,none,0.735,none,0.567,none,1.254,none,172,none,4.75,none,NA,none,NA,none,17,none
Siskiwit River,6/28/2021,46.8547,-91.0916,NPS,0,2,Watershed,214,none,66.2,none,NA,none,NA,none,NA,none,10.6,none,4.94,none,NA,none,NA,none,NA,none,0.543,none,NA,none,NA,none,2.45,none,NA,none,NA,none,NA,none
Amnicon 2a,6/29/2021,46.6957,-91.8586,BRICO,0,1,Lake,209,none,12.7,none,NA,none,23,none,0.17,none,30.1,none,0.891,none,NA,none,0.016,none,0.085,none,NA,none,0.128,none,39.8,none,0.531,none,NA,none,NA,none,0.3,none
Amnicon 2a,6/29/2021,46.6957,-91.8586,BRICO,0,2,Lake,210,none,13.3,none,NA,none,NA,none,NA,none,31.6,none,0.87,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.497,none,NA,none,NA,none,NA,none
Amnicon 2b,6/29/2021,46.7285,-91.8736,BRICO,0,1,Lake,215,none,14.6,none,NA,none,25.2,none,0.167,none,29.7,none,1.11,none,NA,none,0.074,none,0.128,none,NA,none,0.13,none,40.3,none,0.733,none,NA,none,NA,none,0.4,none
Amnicon 2b,6/29/2021,46.7285,-91.8736,BRICO,0,2,Lake,214,none,15.4,none,NA,none,NA,none,NA,none,31.8,none,1.09,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.707,none,NA,none,NA,none,NA,none
Brule 3a,6/29/2021,46.7494,-91.6119,BRICO,0,1,Lake,219,none,30.8,none,NA,none,12,none,0.285,none,18.9,none,2.61,none,NA,none,0.138,none,0.299,none,NA,none,0.546,none,108,none,1.13,none,NA,none,NA,none,3.1,none
Brule 3a,6/29/2021,46.7494,-91.6119,BRICO,0,2,Lake,206,none,31.3,none,NA,none,NA,none,NA,none,18.1,none,2.81,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,1.22,none,NA,none,NA,none,NA,none
Brule 3b,6/29/2021,46.7683,-91.6202,BRICO,0,1,Lake,181,none,12.6,none,NA,none,24.2,none,0.194,none,31.1,none,0.861,none,NA,none,0.054,none,0.04,none,NA,none,0.221,none,41.1,none,0.549,none,NA,none,NA,none,0.5,none
Brule 3b,6/29/2021,46.7683,-91.6202,BRICO,0,2,Lake,187,none,15,none,NA,none,NA,none,NA,none,30.4,none,0.931,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.591,none,NA,none,NA,none,NA,none
Brule 3c,6/29/2021,46.7808,-91.6279,BRICO,0,1,Lake,190,none,12.6,none,NA,none,25.1,none,0.173,none,30.5,none,1.2,none,NA,none,0.073,none,0.142,none,NA,none,0.143,none,42.1,none,0.536,none,NA,none,NA,none,0.6,none
Brule 3c,6/29/2021,46.7808,-91.6279,BRICO,0,2,Lake,194,none,11.9,none,NA,none,NA,none,NA,none,30.1,none,0.919,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.533,none,NA,none,NA,none,NA,none
Flag 4a,6/29/2021,46.7938,-91.3867,BRICO,0,1,Lake,185,none,12.6,none,NA,none,24.2,none,0.198,none,30.3,none,0.992,none,NA,none,0.061,none,0.079,none,NA,none,0.298,none,41.8,none,0.534,none,NA,none,NA,none,0.7,none
Flag 4a,6/29/2021,46.7938,-91.3867,BRICO,0,2,Lake,177,none,12.5,none,NA,none,NA,none,NA,none,30.5,none,0.965,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.534,none,NA,none,NA,none,NA,none
Flag 4b,6/29/2021,46.8128,-91.3913,BRICO,0,1,Lake,178,none,11.7,none,NA,none,25.1,none,0.131,none,30.4,none,0.898,none,NA,none,0.06,none,0.111,none,NA,none,0.152,none,41,none,0.478,none,NA,none,NA,none,0.3,none
Flag 4b,6/29/2021,46.8128,-91.3913,BRICO,0,2,Lake,176,none,12.1,none,NA,none,NA,none,NA,none,30.1,none,0.84,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.504,none,NA,none,NA,none,NA,none
Flag 4c,6/29/2021,46.8248,-91.3956,BRICO,0,1,Lake,169,none,11.2,none,NA,none,25.3,none,0.248,none,30.3,none,0.948,none,NA,none,0.057,none,0.069,none,NA,none,0.13,none,40.1,none,0.422,none,NA,none,NA,none,0.4,none
Flag 4c,6/29/2021,46.8248,-91.3956,BRICO,0,2,Lake,165,none,11.8,none,NA,none,NA,none,NA,none,31.3,none,0.827,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.444,none,NA,none,NA,none,NA,none
LLO4,6/29/2021,46.8983,-91.145,BRICO,0,1,Lake,175,none,11.5,none,NA,none,25.8,none,0.137,none,29.4,none,0.885,none,NA,none,0.06,none,0.131,none,NA,none,0.088,none,42.1,none,0.515,none,NA,none,NA,none,0.2,none
LLO4,6/29/2021,46.8983,-91.145,BRICO,0,2,Lake,170,none,11.5,none,NA,none,NA,none,NA,none,30.1,none,0.886,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.508,none,NA,none,NA,none,NA,none
Mawikwe Bay 5c,6/29/2021,46.9098,-91.0769,BRICO,0,1,Lake,173,none,10.8,none,NA,none,24.6,none,0.562,none,29.1,none,0.89,none,NA,none,0.05,none,0.115,none,NA,none,0.129,none,40.4,none,0.523,none,NA,none,NA,none,0.15,none
Mawikwe Bay 5c,6/29/2021,46.9098,-91.0769,BRICO,0,2,Lake,170,none,10.1,none,NA,none,NA,none,NA,none,30.8,none,0.945,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.371,none,NA,none,NA,none,NA,none
Wisc Entry 1a,6/29/2021,46.7242,-92.0368,BRICO,0,1,Lake,217,none,20.1,none,NA,none,24.2,none,0.216,none,30.1,none,2.02,none,NA,none,0.042,none,0.091,none,NA,none,0.196,none,38.8,none,1.45,none,NA,none,NA,none,0.7,none
Wisc Entry 1a,6/29/2021,46.7242,-92.0368,BRICO,0,2,Lake,224,none,18.4,none,NA,none,NA,none,NA,none,31,none,1.94,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,1.19,none,NA,none,NA,none,NA,none
Wisc Entry 1b,6/29/2021,46.7369,-92.0169,BRICO,0,1,Lake,269,none,14.4,none,NA,none,25.3,none,0.187,none,31.3,none,1.14,none,NA,none,0.049,none,0.091,none,NA,none,0.154,none,39.4,none,0.696,none,NA,none,NA,none,0.3,none
Wisc Entry 1b,6/29/2021,46.7369,-92.0169,BRICO,0,2,Lake,229,none,13.9,none,NA,none,NA,none,NA,none,31.3,none,1.08,none,NA,none,NA,none,NA,none,NA,none,NA,none,NA,none,0.351,none,NA,none,NA,none,NA,none
