date,latitude,longitude,site,source,chl,chl_field,tss,turb,cond,ph,temp,do,do_sat,doc,poc,toc,tn,tdn,ton,don,pon,no3,nh3,tp,tdp,pp,po4,npr,cnr,cpr,pnpr,pcnr,pcpr,si,cl
2010-03-30,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,3.2,13.1,117,7,5.07,12.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3
2010-05-03,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,4.7,7.9,190,7.13,13.76,7.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.700000000000001
2010-06-07,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,36,6.9,202,8,19.79,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4
2010-06-27,46.58182,-90.40627,NGL_MI-10017,NCCA,1.39,NA,NA,NA,82.375,8.02375,16.3875,10.675,NA,NA,NA,NA,0.438125,NA,NA,NA,NA,0.319,0.003,0.006830375,NA,NA,0.002,64.1436231539264,NA,NA,NA,NA,NA,NA,NA
2010-07-01,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,11.6,89.4,102,7.12,19.98,7.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5
2010-07-23,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,7,82.5,143,7.5,23.52,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
2010-08-09,46.6012,-90.55677,NCCAGL10-2020,NCCA,0.64,NA,NA,2.9,100.625,8.0725,23.45,9.825,NA,NA,NA,NA,0.295,NA,NA,NA,NA,0.295,0.0075,0.0033,NA,NA,0.001,89.39393939393939,NA,NA,NA,NA,NA,NA,NA
2010-08-09,46.61599,-90.55219,NCCAGL10-1044,NCCA,0.46,NA,NA,3.4499999999999997,100.1125,8.08125,23.375,9.825000000000001,NA,NA,NA,NA,0.502,NA,NA,NA,NA,0.312,0.0075,0.0025,NA,NA,0.001,200.79999999999998,NA,NA,NA,NA,NA,NA,NA
2010-08-10,46.60828,-90.92362,WIDNR_WQX-10012247,WIDNR_WQX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0038,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,46.6634,-90.8728,WIDNR_WQX-10012254,WIDNR_WQX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,46.69796,-90.69431,NCCAGL10-2041,NCCA,0.74,NA,NA,2.45,101.825,7.975,22.6,9.375,NA,NA,NA,NA,0.457,NA,NA,NA,NA,0.297,0.0075,0.0024,NA,NA,0.001,190.41666666666669,NA,NA,NA,NA,NA,NA,NA
2010-08-10,46.73293,-90.83918,NCCAGL10-2011,NCCA,0.47,NA,NA,2.0375,102.125,8.215,23.1625,9.44875,NA,NA,NA,NA,0.438,NA,NA,NA,NA,0.258,0.0075,0.0019,NA,NA,0.001,230.52631578947367,NA,NA,NA,NA,NA,NA,NA
2010-08-11,46.63066,-90.87762,NCCAGL10-2003,NCCA,2.02,NA,NA,4.0625,104.5375,8.43125,24.1125,9.4,NA,NA,NA,NA,0.439,NA,NA,NA,NA,0.219,0.0075,0.004,NA,NA,0.001,109.75,NA,NA,NA,NA,NA,NA,NA
2010-08-11,46.65258,-90.7677,WIDNR_WQX-10028967,WIDNR_WQX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0054,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-11,46.67285,-90.81703,NGL_WI-10003,NCCA,1.28,NA,NA,2.575,103.9875,8.37,23.8,9.3125,NA,NA,NA,NA,0.208,NA,NA,NA,NA,0.208,0.0075,0.0032,NA,NA,0.001,65,NA,NA,NA,NA,NA,NA,NA
2010-08-11,46.67827,-90.78114,NCCAGL10-1033,NCCA,1.16,NA,NA,2.4375,103.2625,8.4125,24.1875,9.2,NA,NA,NA,NA,0.4,NA,NA,NA,NA,0.19,0.0075,0.0032,NA,NA,0.001,125,NA,NA,NA,NA,NA,NA,NA
2010-08-12,46.93473,-90.76734,NCCAGL10-2035,NCCA,0.64,NA,NA,2.2,103.35,7.9425,22.675,9.5,NA,NA,NA,NA,0.477,NA,NA,NA,NA,0.287,0.0075,0.0022,NA,NA,0.001,216.81818181818178,NA,NA,NA,NA,NA,NA,NA
2010-08-12,46.98338,-90.67437,WIDNR_WQX-10020834,WIDNR_WQX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-17,46.71677,-91.98975,NCCAGL10-1041,NCCA,0.83,NA,NA,3.6875,107.125,7.69875,9.575,12.4375,NA,NA,NA,NA,0.586,NA,NA,NA,NA,0.346,0.0075,0.0056,NA,NA,0.001,104.64285714285714,NA,NA,NA,NA,NA,NA,NA
2010-08-18,46.731703,-92.050613,MNPCA-16-0001-00-B003,MNPCA,NA,NA,NA,2.0272,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-18,46.752579,-92.071268,MNPCA-16-0001-00-B005,MNPCA,NA,NA,NA,2.9140999999999995,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-18,46.772091,-92.087535,MNPCA-16-0001-00-B006,MNPCA,NA,NA,NA,2.9140999999999995,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-18,46.787246,-92.094365,MNPCA-16-0001-00-B008,MNPCA,NA,NA,NA,3.0407999999999995,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-18,46.796663,-92.081868,MNPCA-16-0001-00-B009,MNPCA,NA,NA,NA,14.3171,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-18,46.799658,-92.074586,MNPCA-16-0001-00-B038,MNPCA,NA,NA,NA,3.0407999999999995,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-18,46.820914,-92.03806,MNPCA-16-0001-00-B010,MNPCA,NA,NA,NA,7.4753,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-19,46.72903,-91.7886,NGL_WI-10004,NCCA,0.45,NA,NA,0.5,101.3,7.90375,11.6875,12.125,NA,NA,NA,NA,0.336,NA,NA,NA,NA,0.336,0.0075,0.0022,NA,NA,0.001,152.72727272727272,NA,NA,NA,NA,NA,NA,NA
2010-08-19,46.7702,-91.62238,NGL_WI-10001,NCCA,0.56,NA,NA,1.175,103.35,7.8475,14.287500000000001,11.212499999999999,NA,NA,NA,NA,0.647,NA,NA,NA,NA,0.327,0.0075,0.003,NA,NA,0.001,215.66666666666666,NA,NA,NA,NA,NA,NA,NA
2010-08-20,46.796663,-92.081868,MNPCA-16-0001-00-B009,MNPCA,NA,NA,NA,6.5884,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-23,46.731703,-92.050613,MNPCA-16-0001-00-B003,MNPCA,NA,NA,NA,6.461699999999999,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-23,46.752579,-92.071268,MNPCA-16-0001-00-B005,MNPCA,NA,NA,NA,6.8418,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-23,46.772091,-92.087535,MNPCA-16-0001-00-B006,MNPCA,NA,NA,NA,25.339999999999996,NA,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-23,46.787246,-92.094365,MNPCA-16-0001-00-B008,MNPCA,NA,NA,NA,7.2219,NA,NA,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-23,46.796663,-92.081868,MNPCA-16-0001-00-B009,MNPCA,NA,NA,NA,4.941299999999999,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-23,46.799658,-92.074586,MNPCA-16-0001-00-B038,MNPCA,NA,NA,NA,4.0544,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-23,46.84314,-91.99234,MNPCA-16-0001-00-B012,MNPCA,NA,NA,NA,2.6607,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.731703,-92.050613,MNPCA-16-0001-00-B003,MNPCA,NA,NA,NA,1.25433,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.752579,-92.071268,MNPCA-16-0001-00-B005,MNPCA,NA,NA,NA,1.2796699999999999,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.772091,-92.087535,MNPCA-16-0001-00-B006,MNPCA,NA,NA,NA,1.17831,NA,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.787246,-92.094365,MNPCA-16-0001-00-B008,MNPCA,NA,NA,NA,0.83622,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.796663,-92.081868,MNPCA-16-0001-00-B009,MNPCA,NA,NA,NA,0.84889,NA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.799658,-92.074586,MNPCA-16-0001-00-B038,MNPCA,NA,NA,NA,0.83622,NA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.820914,-92.03806,MNPCA-16-0001-00-B010,MNPCA,NA,NA,NA,0.7601999999999999,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.83674,-92.00474,MNPCA-16-0001-00-B011,MNPCA,NA,NA,NA,0.9249099999999999,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.84314,-91.99234,MNPCA-16-0001-00-B012,MNPCA,NA,NA,NA,0.8868999999999999,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.899559000000004,-91.892075,MNPCA-16-0001-00-B013,MNPCA,NA,NA,NA,0.70952,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.917584,-91.852537,MNPCA-16-0001-00-B014,MNPCA,NA,NA,NA,0.82355,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,46.927865,-91.813272,MNPCA-16-0001-00-B015,MNPCA,NA,NA,NA,0.70952,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-27,47.24498,-91.31017,NCCAGL10-1031,NCCA,0.54,NA,NA,NA,95.65,7.41875,5.7375,7.3125,NA,NA,NA,NA,0.48375,NA,NA,NA,NA,0.385,0.002,0.00287625,NA,NA,0.002,168.18774445893092,NA,NA,NA,NA,NA,NA,NA
2010-08-28,47.14119,-91.45026,NGL_MN-10001,NCCA,0.65,NA,NA,NA,96,7.61125,8.5125,7.525,NA,NA,NA,NA,0.46125,NA,NA,NA,NA,0.375,0.001,0.00358875,NA,NA,0.004,128.52664576802508,NA,NA,NA,NA,NA,NA,NA
2010-08-29,46.82414,-92.01785,NCCAGL10-2005,NCCA,0.61,NA,NA,NA,94.1,7.6825,13.8125,7.275,NA,NA,NA,NA,0.48375,NA,NA,NA,NA,0.345,0.007,0.005285,NA,NA,0.004,91.53263954588459,NA,NA,NA,NA,NA,NA,NA
2010-08-30,46.731703,-92.050613,MNPCA-16-0001-00-B003,MNPCA,NA,NA,NA,4.5611999999999995,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-30,46.752579,-92.071268,MNPCA-16-0001-00-B005,MNPCA,NA,NA,NA,3.2942,NA,NA,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-30,46.772091,-92.087535,MNPCA-16-0001-00-B006,MNPCA,NA,NA,NA,4.0544,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-30,46.787246,-92.094365,MNPCA-16-0001-00-B008,MNPCA,NA,NA,NA,3.5475999999999996,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-30,46.79049,-92.04478,NGL_MN-10003,NCCA,0.52,NA,NA,NA,100.8,7.6625,15.524999999999999,7.5375,NA,NA,NA,NA,0.48,NA,NA,NA,NA,0.351,0.005,0.00518875,NA,NA,0.005,92.50782943868947,NA,NA,NA,NA,NA,NA,NA
2010-08-30,46.796663,-92.081868,MNPCA-16-0001-00-B009,MNPCA,NA,NA,NA,2.4072999999999998,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-30,46.799658,-92.074586,MNPCA-16-0001-00-B038,MNPCA,NA,NA,NA,1.7737999999999998,NA,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-30,46.84314,-91.99234,MNPCA-16-0001-00-B012,MNPCA,NA,NA,NA,1.267,NA,NA,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.731703,-92.050613,MNPCA-16-0001-00-B003,MNPCA,NA,NA,NA,1.7737999999999998,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.752579,-92.071268,MNPCA-16-0001-00-B005,MNPCA,NA,NA,NA,1.6471,NA,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.772091,-92.087535,MNPCA-16-0001-00-B006,MNPCA,NA,NA,NA,2.1538999999999997,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.796663,-92.081868,MNPCA-16-0001-00-B009,MNPCA,NA,NA,NA,2.4072999999999998,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.799658,-92.074586,MNPCA-16-0001-00-B038,MNPCA,NA,NA,NA,2.0272,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.820914,-92.03806,MNPCA-16-0001-00-B010,MNPCA,NA,NA,NA,1.5203999999999998,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.83674,-92.00474,MNPCA-16-0001-00-B011,MNPCA,NA,NA,NA,0.9502499999999999,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.84314,-91.99234,MNPCA-16-0001-00-B012,MNPCA,NA,NA,NA,1.5203999999999998,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.899559000000004,-91.892075,MNPCA-16-0001-00-B013,MNPCA,NA,NA,NA,1.6471,NA,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.917584,-91.852537,MNPCA-16-0001-00-B014,MNPCA,NA,NA,NA,1.0136,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,46.927865,-91.813272,MNPCA-16-0001-00-B015,MNPCA,NA,NA,NA,0.7601999999999999,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-02,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,6.6000000000000005,10.7,162,7.72,23.18,6.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
2010-09-08,46.597,-90.9086,NCCAGL10-GLBA10-102,NCCA,2.54,NA,NA,NA,96,7.6475,14.8,9.625,NA,NA,NA,NA,0.48125,NA,NA,NA,NA,0.334,0.002,0.00723125,NA,NA,0.004,66.5514261019879,NA,NA,NA,NA,NA,NA,NA
2010-09-08,46.61727,-90.90027,NGL_WI-10044,NCCA,2.82,NA,NA,NA,95.125,7.57375,14.2,9.4625,NA,NA,NA,NA,0.48625,NA,NA,NA,NA,0.349,0.002,0.00881375,NA,NA,0.004,55.16947950645299,NA,NA,NA,NA,NA,NA,NA
2010-09-08,46.81962,-91.33585,NCCAGL10-1028,NCCA,1.05,NA,NA,15.666666666666666,102.58888888888889,7.718888888888889,8.2,12.3,NA,NA,NA,NA,0.505,NA,NA,NA,NA,0.355,0.0075,0.0108,NA,NA,0.001,46.75925925925926,NA,NA,NA,NA,NA,NA,NA
2010-09-08,46.87832,-91.11511,NCCAGL10-2036,NCCA,0.78,NA,NA,0.15000000000000002,102.75,8.055,12.1,11.5,NA,NA,NA,NA,0.339,NA,NA,NA,NA,0.339,0.0075,0.0025,NA,NA,0.001,135.6,NA,NA,NA,NA,NA,NA,NA
2010-09-09,46.61464,-90.90638,NCCAGL10-GLBA10-171,NCCA,1.54,NA,NA,NA,95,7.575,14.2,9.5375,NA,NA,NA,NA,0.47,NA,NA,NA,NA,0.337,0.004,0.00558,NA,NA,0.004,84.22939068100358,NA,NA,NA,NA,NA,NA,NA
2010-09-10,46.65323,-90.75713,NGL_WI-10051,NCCA,1.93,NA,NA,NA,97,8.01125,14.925,10.075,NA,NA,NA,NA,0.40375,NA,NA,NA,NA,0.173,0.004,0.0097925,NA,NA,0.003,41.23053357161092,NA,NA,NA,NA,NA,NA,NA
2010-09-11,47.04528,-90.68158,NCCAGL10-NPS09-062,NCCA,0.93,NA,NA,NA,94,7.578333333333333,13.4,10.016666666666666,NA,NA,NA,NA,0.48625,NA,NA,NA,NA,0.339,0.004,0.00361375,NA,NA,0.004,134.55551712210308,NA,NA,NA,NA,NA,NA,NA
2010-09-11,47.06907,-90.71914,NCCAGL10-NPS09-030,NCCA,1.18,NA,NA,NA,95,7.6,12.8,10.4375,NA,NA,NA,NA,0.50875,NA,NA,NA,NA,0.34,0.004,0.004343,NA,NA,0.004,117.14252820630902,NA,NA,NA,NA,NA,NA,NA
2010-09-12,46.98099,-90.98736,NCCAGL10-NPS09-025,NCCA,1.06,NA,NA,NA,94,7.48125,8.6875,11.424999999999999,NA,NA,NA,NA,0.51875,NA,NA,NA,NA,0.365,0.003,0.00530625,NA,NA,0.004,97.7620730270907,NA,NA,NA,NA,NA,NA,NA
2010-09-12,47.03422,-90.76367,NCCAGL10-NPS09-003,NCCA,1.33,NA,NA,NA,95,7.54625,12.9,10.0875,NA,NA,NA,NA,0.48625,NA,NA,NA,NA,0.34,0.004,0.0044275,NA,NA,0.004,109.82495765104461,NA,NA,NA,NA,NA,NA,NA
2010-09-13,46.94751,-90.89373,NCCAGL10-NPS09-009,NCCA,0.94,NA,NA,NA,95,7.64875,10.575,10.5,NA,NA,NA,NA,0.51125,NA,NA,NA,NA,0.37,0.002,5e-4,NA,NA,0.005,1022.5,NA,NA,NA,NA,NA,NA,NA
2010-09-14,46.93804,-90.82582,NCCAGL10-GLBA10-114,NCCA,0.98,NA,NA,NA,94.75,7.40625,9.8,10.775,NA,NA,NA,NA,0.50125,NA,NA,NA,NA,0.365,0.002,5e-4,NA,NA,0.005,1002.4999999999999,NA,NA,NA,NA,NA,NA,NA
2010-09-15,46.91179,-90.55559,NCCAGL10-NPS09-019,NCCA,1.1,NA,NA,NA,94,7.65,12.7,10.2875,NA,NA,NA,NA,0.48125,NA,NA,NA,NA,0.343,0.002,5e-4,NA,NA,0.003,962.5,NA,NA,NA,NA,NA,NA,NA
2010-09-15,46.95488,-90.60268,NCCAGL10-NPS09-046,NCCA,1,NA,NA,NA,94,7.6812499999999995,12.5625,10.3375,NA,NA,NA,NA,0.49625,NA,NA,NA,NA,0.344,0.002,5e-4,NA,NA,0.003,992.5,NA,NA,NA,NA,NA,NA,NA
2010-09-16,46.86026,-91.10345,NGL_WI-10048,NCCA,0.91,NA,NA,NA,111.125,7.4,10.1,10.1,NA,NA,NA,NA,0.41375,NA,NA,NA,NA,0.368,0.003,0.00395875,NA,NA,0.004,104.51531417745501,NA,NA,NA,NA,NA,NA,NA
2010-09-16,46.90731,-90.44564,NCCAGL10-NPS09-014,NCCA,1.44,NA,NA,NA,93,7.5525,10.6,10.7,NA,NA,NA,NA,0.50625,NA,NA,NA,NA,0.357,0.003,5e-4,NA,NA,0.002,1012.4999999999999,NA,NA,NA,NA,NA,NA,NA
2010-09-17,46.86629,-91.15929,NGL_WI-10041,NCCA,0.55,NA,NA,NA,109.5,7.36375,10.6,10.3125,NA,NA,NA,NA,0.41,NA,NA,NA,NA,0.377,0.006,0.00402125,NA,NA,0.004,101.95834628535903,NA,NA,NA,NA,NA,NA,NA
2010-09-18,46.85946,-91.16228,NCCAGL10-GLBA10-082,NCCA,0.52,NA,NA,NA,109,7.3275,10.4375,10.475,NA,NA,NA,NA,0.41,NA,NA,NA,NA,0.375,0.005,0.00394,NA,NA,0.004,104.06091370558376,NA,NA,NA,NA,NA,NA,NA
2010-09-19,46.86612,-91.17417,NCCAGL10-GLBA10-146,NCCA,0.36,NA,NA,NA,111,7.3325,10.625,10.75,NA,NA,NA,NA,0.385,NA,NA,NA,NA,0.377,0.005,0.00360625,NA,NA,0.005,106.75909878682842,NA,NA,NA,NA,NA,NA,NA
2010-09-22,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,6.2,12.4,116,7.72,13.09,10.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
2010-11-01,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,14.200000000000001,23.4,81,7.8,3.81,10.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5
2011-05-06,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,17.6,25.9,93,7.55,9.3,9.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.75
2011-05-09,47.024117,-91.662022,MNPCA-S001-268,MNPCA,NA,NA,2,NA,NA,8.02,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
2011-05-25,47.024117,-91.662022,MNPCA-S001-268,MNPCA,NA,NA,2,NA,NA,8.31,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
2011-06-01,47.024117,-91.662022,MNPCA-S001-268,MNPCA,NA,NA,2,NA,NA,8.32,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
2011-06-06,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,12.6,23.3,123,7.51,19.78,8.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25
