date,latitude,longitude,site,source,chl,chl_field,tss,turb,cond,ph,temp,do,do_sat,doc,poc,toc,tn,tdn,ton,don,pon,no3,nh3,tp,tdp,pp,po4,npr,cnr,cpr,pnpr,pcnr,pcpr,si,cl
2020-09-24,46.71803284,-90.81697852,NGL_WI-10134,NCCA,2.46,NA,NA,NA,91.5125,8.0125,14.5125,10.1625,NA,NA,NA,NA,0.51,NA,NA,NA,NA,0.296,0.011,0.0054,NA,NA,0.00409,94.44444444444444,NA,NA,NA,NA,NA,NA,1.88
2020-09-25,46.72036069,-90.82713456,NGL_WI-10132,NCCA,3.26,NA,NA,NA,83.3625,8.04625,14.825,10.0875,NA,NA,NA,NA,0.431,NA,NA,NA,NA,0.282,0.011,0.0059,NA,NA,0.00387,73.05084745762711,NA,NA,NA,NA,NA,NA,1.87
2020-09-25,46.72206623,-90.84982121,NGL_WI-10144,NCCA,2.26,NA,NA,NA,84.95,8.057500000000001,14.6875,10.0375,NA,NA,NA,NA,0.461,NA,NA,NA,NA,0.292,0.0089,0.0052,NA,NA,0.00413,88.65384615384616,NA,NA,NA,NA,NA,NA,1.9
2020-09-25,46.7224302,-90.86242182,NGL_WI-10143,NCCA,2.12,NA,NA,NA,90.1875,8.049999999999999,14.5625,10.25,NA,NA,NA,NA,0.45,NA,NA,NA,NA,0.309,0.011,0.0051,NA,NA,0.00382,88.23529411764706,NA,NA,NA,NA,NA,NA,1.85
2020-09-25,46.72267522,-90.82755028,NGL_WI-10135,NCCA,2.25,NA,NA,NA,85.1625,8.0725,14.775,10.125,NA,NA,NA,NA,0.419,NA,NA,NA,NA,0.308,0.0091,0.0056,NA,NA,0.00361,74.82142857142857,NA,NA,NA,NA,NA,NA,1.85
2020-09-28,46.8508,-91.1747,Bark Bay,NPS,0.833,0.08081060741935484,0.8,0.5145973419354839,100.65902580645161,NA,8.423408483870968,NA,NA,1.585452,0.20358645000000003,1.78903845,NA,0.40970475,NA,NA,0.02549274,0.3991995,0.00294147,0.005265580000000001,0.0021991539999999996,0.0015951609999999999,0.00588506,NA,NA,339.76094751195495,15.981295931883993,7.986056030069738,127.62752474515115,1.0981626,NA
2020-09-28,46.8605,-91.1104,Siskiwit Bay,NPS,1.415,0.18791947142857143,0.4,0.2720866,100.84432857142858,NA,12.225564285714286,NA,NA,1.5073805,0.16274905,1.67012955,NA,0.3879939,NA,NA,0.01932966,0.3753876,0.0062891430000000005,0.004367334,0.004026620000000001,0.00123896,0.002230128,NA,NA,382.4139738339225,15.601520630205977,8.419654044613305,131.35940627623168,1.0447992000000002,NA
2020-09-28,46.8858,-91.0527,Mawikwe Bay,NPS,1.5,0.21400022962962964,0.8,0.3784140111111111,100.52505555555555,NA,12.170351111111112,NA,NA,1.621485,0.16515125,1.7866362500000001,NA,0.3865932,NA,NA,0.019119555,0.35297639999999997,0.0032076030000000003,0.005358502,0.002818634,0.001331882,0.0021991539999999996,NA,NA,333.4208422428507,14.355291985326028,8.63781871492302,123.9984097690336,1.0532249999999999,NA
2020-10-15,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
2020-10-26,46.88344722,-90.774075,REDCLIFF_WQX-RCCM01,REDCLIFF_WQX,NA,NA,NA,3.9,117.7,8.07,5.5,11.39,90.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-28,46.90906667,-90.780225,REDCLIFF_WQX-FCM01,REDCLIFF_WQX,NA,NA,NA,2.2,108.3,7.94,5.7,11.45,91.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-28,46.93556111,-90.83046667,REDCLIFF_WQX-RRM01,REDCLIFF_WQX,NA,NA,NA,5,132.6,7.91,3.1,11.57,86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.59708,-90.91349,CB1,NCBC,0.71,NA,3.45177665,NA,102.2,8.136666667,19.7,9.226666667,102.6333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106,NA,NA,0.0011,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.61164,-90.86772,CB2,NCBC,0.94,NA,2.959183673,NA,103.6666667,8.056666667,18.36666667,9.753333333,106.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108,NA,NA,0.0012,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.62188,-90.90092,CB3,NCBC,0.54,NA,1.93877551,NA,102.5,7.99,17.6,9.3,99.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089,NA,NA,5e-4,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.62946,-90.84248,CB4,NCBC,0.64,NA,1.641025641,NA,102.8666667,8.04,18.26666667,9.92,107.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0081,NA,NA,6e-4,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.64711,-90.7855,CB6,NCBC,0.71,NA,1.8,NA,102.3,7.993333333,17.93333333,9.983333333,107.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0084,NA,NA,8e-4,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.65916,-90.87329,CB5,NCBC,0.42,NA,1.224489796,NA,102.7,8.06,17.56666667,10.21333333,109.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0059,NA,NA,8e-4,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.67992,-90.80695,CB12,NCBC,0.36,NA,1.139896373,NA,100.9666667,8.083333333,17.8,9.706666667,104.2666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,5e-4,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.68319,-90.75117,CB8,NCBC,0.93,NA,4.32160804,NA,100.2,8.026666667,17.56666667,10.10666667,108.2666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0128,NA,NA,7e-4,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.68566,-90.84851,CB7,NCBC,0.29,NA,0.612244898,NA,103.3,8.063333333,17.7,9.943333333,106.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,6e-4,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.70515,-90.79303,CB9,NCBC,0.59,NA,2.713567839,NA,104.1,8.11,18.1,9.8,105.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,NA,NA,9e-4,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.71722,-90.84085,CB10,NCBC,0.43,NA,1.134020619,NA,102,8.08,17.9,9.9,106.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,0.0014,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-05,46.74633,-90.81973,CB11,NCBC,0.3,NA,1.005025126,NA,100.6666667,8.1,18.1,10.17666667,110.1666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0055,NA,NA,8e-4,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-27,46.88344722,-90.774075,REDCLIFF_WQX-RCCM01,REDCLIFF_WQX,NA,NA,NA,1.3,107,8.47,3.3,12.41,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-30,46.90906667,-90.780225,REDCLIFF_WQX-FCM01,REDCLIFF_WQX,NA,NA,NA,3.9,129.3,8.17,2.1,10.32,74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-30,46.93556111,-90.83046667,REDCLIFF_WQX-RRM01,REDCLIFF_WQX,NA,NA,5,6.1,126,8.07,1.2,12.83,90.9,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,35.333333333333336,NA,NA,NA,NA,NA,NA,NA
2021-05-04,46.93332778,-90.93543056,REDCLIFF_WQX-SRM01,REDCLIFF_WQX,NA,NA,NA,21.2,120,7.91,7.6,11.28,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-05,46.90906667,-90.780225,REDCLIFF_WQX-FCM01,REDCLIFF_WQX,NA,NA,NA,4.7,125.9,8.21,10.1,8.42,74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-05,46.93556111,-90.83046667,REDCLIFF_WQX-RRM01,REDCLIFF_WQX,NA,NA,NA,6.4,108.7,8.34,9.4,11.01,96.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-05-18,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-06-03,46.88344722,-90.774075,REDCLIFF_WQX-RCCM01,REDCLIFF_WQX,NA,NA,NA,17.1,125.60000000000001,8.05,14.6,9.93,97.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-07,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,NA,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-07,46.8597,-91.1047,Siskiwit Outlet,NPS,0.6785000000000001,NA,2,NA,NA,NA,NA,NA,NA,1.945782,0.3819498,2.3277318,NA,0.29344665,NA,NA,0.03935966999999999,0.210105,0.004804401000000001,0.014031222,0.00727889,0.009013434,0.004553178,NA,NA,165.89658406088935,4.36677852192627,9.704090506856385,42.37561400016908,2.4912282,NA
2021-06-07,46.90906667,-90.780225,REDCLIFF_WQX-FCM01,REDCLIFF_WQX,NA,NA,NA,0.9,169.1,7.87,21.7,7.39,84.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-07,46.93556111,-90.83046667,REDCLIFF_WQX-RRM01,REDCLIFF_WQX,NA,NA,NA,1.6,110.3,8.26,15.8,10.31,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-08,46.6957,-91.8586,Amnicon 2a,BRICO,0.3735,NA,0.6,NA,NA,NA,NA,NA,NA,3.8495255,0.36393329999999996,4.2134588,NA,0.46713344999999995,NA,NA,0.038029005,0.3263631,0.0036838409999999998,0.00789837,0.004460256,0.005188144999999999,0.0020133100000000004,NA,NA,533.4592833711259,7.329981139694439,9.569887510861774,70.14709496361417,1.4099172,NA
2021-06-08,46.7242,-92.0368,Wisc Entry 1a,BRICO,0.032,NA,2.6,NA,NA,NA,NA,NA,NA,3.8615364999999997,0.336308,4.1978444999999995,NA,0.45942959999999994,NA,NA,0.034597289999999996,0.33476729999999993,0.004286142,0.006814280000000001,0.003747854,0.00418149,0.003809802,NA,NA,616.036397095511,8.273914322406604,9.720645749999495,80.42779009396172,1.4043,NA
2021-06-08,46.7285,-91.8736,Amnicon 2b,BRICO,0.032,NA,1,NA,NA,NA,NA,NA,NA,2.3301339999999997,0.36333275,2.69346675,NA,0.44402189999999997,NA,NA,0.03613806,0.3613806,0.0034737360000000003,0.003995646,0.002415972,0.0017964920000000002,0.002756686,NA,NA,674.1004458352916,20.115903661135142,10.054019225160399,202.24568214052718,1.1739947999999998,NA
2021-06-08,46.7369,-92.0169,Wisc Entry 1b,BRICO,0.258,NA,1.2,NA,NA,NA,NA,NA,NA,3.9215915,0.32669919999999997,4.2482907,NA,0.45312644999999996,NA,NA,0.035227604999999995,0.3109554,0.0027453720000000003,0.00712402,0.004367334,0.004413795,0.0017035700000000002,NA,NA,596.333348306153,7.9812508283687835,9.273954332121074,74.0177556954956,1.3734054,NA
2021-06-08,46.7494,-91.6119,Brule 3a,BRICO,0.0735,NA,1.4,NA,NA,NA,NA,NA,NA,2.798563,0.2342145,3.0327775,NA,0.45312644999999996,NA,NA,0.027873929999999998,0.3403701,0.003949973999999999,0.006597462,0.003469088,0.005064249000000001,0.003221296,NA,NA,459.6885135526358,5.504059930702458,8.402636442008715,46.24861455272045,1.3818312,NA
2021-06-08,46.7683,-91.6202,Brule 3b,BRICO,0.018000000000000002,NA,0.7,NA,NA,NA,NA,NA,NA,2.5463319999999996,0.20959195,2.7559239499999997,NA,0.43631805,NA,NA,0.022901445,0.378189,0.00294147,0.006318696,0.002973504,0.002679251,0.003128374,NA,NA,436.1539073884864,8.547704190462184,9.151909410083075,78.2278144152974,1.2526355999999998,NA
2021-06-08,46.7808,-91.6279,Brule 3c,BRICO,0.063,NA,0.6,NA,NA,NA,NA,NA,NA,2.3001065,0.26604364999999996,2.56615015,NA,0.43701840000000003,NA,NA,0.02773386,0.3739869,0.002409204,0.006132852,0.0029115560000000005,0.002292076,0.0013009080000000001,NA,NA,418.4268836097789,12.099886740230254,9.592737902333104,116.07104214694449,1.1768033999999998,NA
2021-06-08,46.7938,-91.3867,Flag 4a,BRICO,0.0735,NA,2.2,NA,NA,NA,NA,NA,NA,2.1079305,0.19998314999999997,2.30791365,NA,0.42371175,NA,NA,0.022481235000000002,0.3627813,0.002563281,0.006783306,0.002415972,0.0030354520000000005,0.002973504,NA,NA,340.23434148481584,7.406223191801418,8.895558896119361,65.88249460047463,1.2189324,NA
2021-06-08,46.8128,-91.3913,Flag 4b,BRICO,0.079,NA,0.9,NA,NA,NA,NA,NA,NA,2.3001065,0.1633496,2.4634561,NA,0.42651315000000006,NA,NA,0.018559275000000004,0.3487743,0.00350175,0.007960318000000001,0.003995646,0.00247792,0.0017035700000000002,NA,NA,309.46704641698983,7.489860447472074,8.80150760199415,65.92206366630077,1.2751044,NA
2021-06-08,46.8248,-91.3956,Flag 4c,BRICO,0.188,NA,0.7,NA,NA,NA,NA,NA,NA,2.2640735,0.20779029999999998,2.4718638,NA,0.43351664999999995,NA,NA,0.022481235000000002,0.3557778,0.002647323,0.004769996,0.0030354520000000005,0.002679251,0.001115064,NA,NA,518.2108748099579,8.39086558146288,9.242832967139037,77.55536901917736,1.2161237999999999,NA
2021-06-08,46.8508,-91.1747,Bark Bay,NPS,0.123,NA,0.3,NA,NA,NA,NA,NA,NA,1.4233035,0.1357243,1.5590278,NA,0.43001490000000003,NA,NA,0.013796895,0.37958970000000003,0.0032636310000000003,0.003778828,0.00294253,0.001099577,0.0024469459999999998,NA,NA,412.56913519218125,12.547456885693316,9.8373075971079,123.43319294601469,1.109397,NA
2021-06-08,46.8577,-90.587,21BRBCH-AMNBAY,21BRBCH,NA,NA,NA,2.6,105,7.9,15.53,11.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-08,46.8605,-91.1104,Siskiwit Bay,NPS,0.1495,NA,0.4,NA,NA,NA,NA,NA,NA,1.44132,0.15434135000000002,1.5956613499999999,NA,0.40620300000000004,NA,NA,0.01428714,0.3515757,0.002045022,0.002880582,0.0017964920000000002,0.001765518,0.002694738,NA,NA,553.9371383977265,8.092321913455429,10.802816378925383,87.4198677102131,1.0897368,NA
2021-06-08,46.8858,-91.0527,Mawikwe Bay,NPS,0.253,NA,0.2,NA,NA,NA,NA,NA,NA,1.393276,0.180165,1.5734409999999999,NA,0.4146072,NA,NA,0.015827909999999997,0.3767883,0.002395197,0.004243438,0.00449123,0.001486752,0.00123896,NA,NA,370.7939175734392,10.645965164331372,11.382740993599283,121.18026409246464,1.1262486,NA
2021-06-08,46.8983,-91.145,LLO4,BRICO,0.14300000000000002,NA,0.7,NA,NA,NA,NA,NA,NA,1.4713474999999998,0.14413199999999998,1.6154794999999997,NA,0.4216107,NA,NA,0.016878435,0.38939460000000004,0.0038379180000000005,0.003840776,0.0015487,0.001486752,0.00123896,NA,NA,420.61278762416754,11.352555772583457,8.539417309720953,96.9442112739717,1.1122056,NA
2021-06-08,46.9028,-91.0355,Sea Caves,NPS,0.3285,NA,0.4,NA,NA,NA,NA,NA,NA,1.3992815,0.13812649999999999,1.537408,NA,0.42301140000000004,NA,NA,0.016458224999999996,0.38099039999999995,0.004174086,0.003004478,0.0025708420000000003,0.001331882,0.0020442840000000004,NA,NA,511.7055275492116,12.357119474548043,8.392551444642422,103.70776089773717,1.1459087999999997,NA
2021-06-08,46.9098,-91.0769,Mawikwe Bay 5c,BRICO,0.279,NA,0.5,NA,NA,NA,NA,NA,NA,1.4233035,0.14112924999999998,1.56443275,NA,0.4244121,NA,NA,0.01638819,0.36558270000000004,0.002311155,0.003747854,0.002354024,0.001486752,6.1948e-4,NA,NA,417.4209427581757,11.022813488732485,8.611643506695978,94.92454020576396,1.1178228,NA
2021-06-08,46.93332778,-90.93543056,REDCLIFF_WQX-SRM01,REDCLIFF_WQX,NA,NA,NA,8.9,138.4,7.9,18.7,8.03,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-09,46.60312,-90.5921,21BRBCH-Waverly,21BRBCH,NA,NA,NA,33.8,115,8.15,19.35,15.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-14,46.60312,-90.5921,21BRBCH-Waverly,21BRBCH,NA,NA,NA,5.5,108,7.48,17.27,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-14,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,NA,10.9,186,7.47,21.87,13.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-16,46.59708,-90.91349,CB1,NCBC,0.598166654,NA,3.06122,NA,101.6,7.93,14.1,11.26,110.8666667,NA,0.4893652291,NA,NA,NA,NA,NA,0.06677260062000001,0.2136802986488208,0.003738118214259193,0.0073212071749999994,0.0015841357394382996,0.005648445058,0.001516,NA,NA,NA,11.821412784289848,7.328832852938534,86.63715838165103,NA,NA
2021-06-16,46.61164,-90.86772,CB2,NCBC,0.34487046,NA,2.6,NA,99.8,7.74,14.33333333,10.71333333,105.8,NA,0.4412922844,NA,NA,NA,NA,NA,0.05422037897,0.25650468858532066,0.00159497342888109,0.007741019161999999,0.004794120742945179,0.0042177867960000006,0.002597,NA,NA,NA,12.855173007184877,8.13886388813634,104.62650336392204,NA,NA
2021-06-16,46.62188,-90.90092,CB3,NCBC,0.204304674,NA,1.47059,NA,99.36666667,7.983333333,13.76666667,11.56666667,113.0666667,NA,0.35454615089999997,NA,NA,NA,NA,NA,0.045189419370000004,0.24723605001157675,0.0018737855470049307,0.005736122664,0.0034641040567235113,0.002788205927,0.001804,NA,NA,NA,16.207346427464934,7.845777968445713,127.15924152757171,NA,NA
2021-06-16,46.62946,-90.84248,CB4,NCBC,0.14214578,NA,1.95122,NA,99.73333333,7.943333333,13.1,11.68666667,112.5,NA,0.3871558251,NA,NA,NA,NA,NA,0.044101122879999996,0.26746665320535473,0.0017719314578945337,0.006601249235,0.002620121287513607,0.003692299095,0.001024,NA,NA,NA,11.944081924381587,8.778820125588604,104.85494677944014,NA,NA
2021-06-16,46.64711,-90.7855,CB6,NCBC,0.107309476,NA,1.27451,NA,99.8,7.99,13.8,11.53333333,112.8,NA,0.35042891859999997,NA,NA,NA,NA,NA,0.04421682658000001,0.26880316917744174,0.003564291112021381,0.0054595175689999996,0.0020264306227233747,0.003854923438,0.001983,NA,NA,NA,11.470221728434755,7.925239002984097,90.90424861506678,NA,NA
2021-06-16,46.65916,-90.87329,CB5,NCBC,0.157050009,NA,1.57635,NA,99.16666667,7.88,14.2,11.34,111.9666667,NA,0.3105278421,NA,NA,NA,NA,NA,0.03659045647,0.2714834125387313,0.002364282229229981,0.004225584206,0.0028007496902762623,0.002361685481,0.00148,NA,NA,NA,15.493365549466237,8.486580164819683,131.48568875840078,NA,NA
2021-06-16,46.67992,-90.80695,CB12,NCBC,0.094722869,NA,NA,NA,102.7333333,7.88,7.966666667,13.58666667,114.6333333,NA,0.2352834296,NA,NA,NA,NA,NA,0.02875034592,0.31140803531749384,NA,0.003358990226,0.003111728922500096,0.001512099028,0.001145,NA,NA,NA,19.01353376175836,8.183672998394309,155.60054285016048,NA,NA
2021-06-16,46.68319,-90.75117,CB8,NCBC,0.118921577,NA,0.81,NA,93.6,7.453333333,7.4,14.05333333,116.9,NA,0.2669143795,NA,NA,NA,NA,NA,0.03181857363,0.29678707329443976,0.002202287470434572,0.004124362772999999,0.0033682188119048204,0.0020941377,0.002197,NA,NA,NA,15.194117192007,8.388634343066245,127.45789328944319,NA,NA
2021-06-16,46.68566,-90.84851,CB7,NCBC,0.120970772,NA,2.15686,NA,102.4666667,8.136666667,8.9,13.42,115.8666667,NA,0.328695775,NA,NA,NA,NA,NA,0.0396600203,0.28165358543324776,0.002725949517937175,0.005289943557,0.0017208313896231804,0.0029168995190000002,9.040000000000001e-4,NA,NA,NA,13.596635757133189,8.287836781566146,112.6866979335259,NA,NA
2021-06-16,46.70515,-90.79303,CB9,NCBC,0.117555448,NA,0,NA,96.56666667,8,6.433333333,14.57333333,118.4666667,NA,0.2396294133,NA,NA,NA,NA,NA,0.026559996640000003,0.28419837693187977,0.004619930247668445,0.003700979362,0.0032011503854507285,0.001536967699,0.0019470000000000002,NA,NA,NA,17.280777375660385,9.022192907175006,155.91050706915345,NA,NA
2021-06-16,46.71722,-90.84085,CB10,NCBC,0.128063716,NA,1.93548,NA,95.03333333,7.803333333,8.1,13.61333333,115.2,NA,0.2595063288,NA,NA,NA,NA,NA,0.03100742957,0.2819578702631782,0.002073775458689563,0.005445785402,0.002053769198938733,0.001981082762,0.00218,NA,NA,NA,15.651758808247106,8.369166112726576,130.99216942255137,NA,NA
2021-06-16,46.74633,-90.81973,CB11,NCBC,0.061851515,NA,0.2,NA,99.4,7.916666667,5.9,14.31333333,114.7333333,NA,0.1519759234,NA,NA,NA,NA,NA,0.01758680924,0.31493696014100214,0.007529807243882165,0.008983444523,0.005540108355808015,0.0020700132070000004,0.003277,NA,NA,NA,8.495988905060159,8.641472215115696,73.41785206300858,NA,NA
2021-06-17,46.60312,-90.5921,21BRBCH-Waverly,21BRBCH,NA,NA,NA,3.3,105,7.92,13.85,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-21,46.63705,-90.6525,BADRIVER_WQX-BadMouth,BADRIVER_WQX,NA,NA,NA,11.2,189,7.33,20.31,8.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-22,46.60312,-90.5921,21BRBCH-Waverly,21BRBCH,NA,NA,NA,8.6,118,7.35,16,13.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-22,46.685917,-91.929726,site 1 - 10040814,WDNR,1.98,NA,1,2.55,113,7.9,16.475,10.1,106.2,2.72,NA,NA,0.519,NA,NA,NA,NA,0.338,0.0133,0.0149,NA,NA,0.00458,34.83221476510067,NA,NA,NA,NA,NA,NA,NA
2021-06-22,46.6960074,-91.8497822,site 2 - 10052502,WDNR,1.24,NA,1,3.05,112.45,7.725,16.675,10,105.6,2.585,NA,NA,0.336,NA,NA,NA,NA,0.23783333333333334,0.006,0.009,NA,NA,0.004625000000000001,37.333333333333336,NA,NA,NA,NA,NA,NA,NA
2021-06-22,46.699996,-91.7833374,site 3 - 101,WDNR,0.909,NA,1,4.074999999999999,108.825,7.775,16.55,10.1,106.125,2.26,NA,NA,0.482,NA,NA,NA,NA,0.347,0.006,0.00984,NA,NA,0.00383,48.983739837398375,NA,NA,NA,NA,NA,NA,NA
2021-06-22,46.699996,-91.783337,WIDNR_WQX-101,WIDNR_WQX,NA,NA,NA,NA,108.825,7.8025,16.55,10.0725,106.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-22,46.7186514,-91.7238772,site 4 - 10052503,WDNR,0.797,NA,1,6.65,110.725,8,16.9,9.925,104.925,2.45,NA,NA,0.492,NA,NA,NA,NA,0.338,0.006,0.0114,NA,NA,0.00481,43.1578947368421,NA,NA,NA,NA,NA,NA,NA
2021-06-22,46.7311784,-91.6723971,site 5 - 10052504,WDNR,1.13,NA,1,2.625,110.1,7.925,16.425,9.975,104.44999999999999,2.5,NA,NA,0.485,NA,NA,NA,NA,0.339,0.006,0.0102,NA,NA,0.00495,47.549019607843135,NA,NA,NA,NA,NA,NA,NA
2021-06-22,46.748602,-91.618063,site 6 - 103,WDNR,1.42,NA,1,2.525,110.075,7.64125,16.3,9.9475,104.2,2.51,NA,NA,0.475,NA,NA,NA,NA,0.326,0.006,0.00972,NA,NA,0.00457,48.86831275720164,NA,NA,NA,NA,NA,NA,NA
2021-06-22,46.7591184,-91.5713051,site 7 - 10052505,WDNR,2.47,NA,6.8,11.375,117.1,7.125,16.35,9.625,101.15,2.56,NA,NA,0.434,NA,NA,NA,NA,0.263,0.006,0.0176,NA,NA,0.0046,24.659090909090907,NA,NA,NA,NA,NA,NA,NA
2021-06-22,46.8577,-90.587,21BRBCH-AMNBAY,21BRBCH,NA,NA,NA,0.2,104,7.47,16.06,11.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-23,46.60312,-90.5921,21BRBCH-Waverly,21BRBCH,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-23,46.7711884,-91.4838171,site 8 - 10052587,WDNR,1.39,NA,1,2.05,111.675,7.45,16.125,9.8,102.6,2.45,NA,NA,0.488,NA,NA,NA,NA,0.335,0.006,0.0106,NA,NA,0.00349,46.0377358490566,NA,NA,NA,NA,NA,NA,NA
2021-06-23,46.7966324,-91.3706151,site 9 - 10052510,WDNR,1.43,NA,1,1.075,110.42500000000001,7.7,16.2,9.875,103.55,2.31,NA,NA,0.47,NA,NA,NA,NA,0.339,0.006,0.0045,NA,NA,0.00336,104.44444444444444,NA,NA,NA,NA,NA,NA,NA
2021-06-23,46.8327674,-91.294279,site 10 - 10052511,WDNR,1.37,NA,1,0.8500000000000001,109.475,7.8,15.725,10.1,104.9,2.18,NA,NA,0.468,NA,NA,NA,NA,0.342,0.006,0.0045,NA,NA,0.00366,104.00000000000001,NA,NA,NA,NA,NA,NA,NA
