date,site,latitude,longitude,huc,source,discharge
2010-01-29T06:00:00Z,04026390,46.60916667,-90.7602778,04010301,USGS,10.7
2010-01-29T06:00:00Z,04027000,46.4866144,-90.696297,04010302,USGS,235
2010-01-29T06:00:00Z,04027500,46.4972222,-90.9041667,04010302,USGS,133
2010-01-30T06:00:00Z,04015330,46.94688005,-91.7924013,04010102,USGS,3.7
2010-01-30T06:00:00Z,04024000,46.7032765,-92.4188018,04010201,USGS,904
2010-01-30T06:00:00Z,04024430,46.6333333,-92.0938889,04010301,USGS,77.8
2010-01-30T06:00:00Z,04025500,46.53777778,-91.5952778,04010301,USGS,125
2010-01-30T06:00:00Z,040263205,46.59438708,-90.9632437,04010301,USGS,19.3
2010-01-30T06:00:00Z,040263491,46.54888889,-91.0619444,04010301,USGS,53.3
2010-01-30T06:00:00Z,04026390,46.60916667,-90.7602778,04010301,USGS,9.57
2010-01-30T06:00:00Z,04027000,46.4866144,-90.696297,04010302,USGS,222
2010-01-30T06:00:00Z,04027500,46.4972222,-90.9041667,04010302,USGS,143
2010-01-31T06:00:00Z,04015330,46.94688005,-91.7924013,04010102,USGS,3.67
2010-01-31T06:00:00Z,04024000,46.7032765,-92.4188018,04010201,USGS,889
2010-01-31T06:00:00Z,04024430,46.6333333,-92.0938889,04010301,USGS,70.3
2010-01-31T06:00:00Z,04025500,46.53777778,-91.5952778,04010301,USGS,125
2010-01-31T06:00:00Z,040263205,46.59438708,-90.9632437,04010301,USGS,19.1
2010-01-31T06:00:00Z,040263491,46.54888889,-91.0619444,04010301,USGS,52.6
2010-01-31T06:00:00Z,04026390,46.60916667,-90.7602778,04010301,USGS,7.52
2010-01-31T06:00:00Z,04027000,46.4866144,-90.696297,04010302,USGS,210
2010-01-31T06:00:00Z,04027500,46.4972222,-90.9041667,04010302,USGS,162
2010-02-01T06:00:00Z,04015330,46.94688005,-91.7924013,04010102,USGS,3.91
2010-02-01T06:00:00Z,04024000,46.7032765,-92.4188018,04010201,USGS,927
2010-02-01T06:00:00Z,04024430,46.6333333,-92.0938889,04010301,USGS,66.8
2010-02-01T06:00:00Z,04025500,46.53777778,-91.5952778,04010301,USGS,130
2010-02-01T06:00:00Z,040263205,46.59438708,-90.9632437,04010301,USGS,19
2010-02-01T06:00:00Z,040263491,46.54888889,-91.0619444,04010301,USGS,51.5
2010-02-01T06:00:00Z,04026390,46.60916667,-90.7602778,04010301,USGS,6.16
2010-02-01T06:00:00Z,04027000,46.4866144,-90.696297,04010302,USGS,204
2010-02-01T06:00:00Z,04027500,46.4972222,-90.9041667,04010302,USGS,184
2010-02-02T06:00:00Z,04015330,46.94688005,-91.7924013,04010102,USGS,3.88
2010-02-02T06:00:00Z,04024000,46.7032765,-92.4188018,04010201,USGS,883
2010-02-02T06:00:00Z,04024430,46.6333333,-92.0938889,04010301,USGS,63.7
2010-02-02T06:00:00Z,04025500,46.53777778,-91.5952778,04010301,USGS,127
2010-02-02T06:00:00Z,040263205,46.59438708,-90.9632437,04010301,USGS,19.1
2010-02-02T06:00:00Z,040263491,46.54888889,-91.0619444,04010301,USGS,51.2
2010-02-02T06:00:00Z,04026390,46.60916667,-90.7602778,04010301,USGS,5.02
2010-02-02T06:00:00Z,04027000,46.4866144,-90.696297,04010302,USGS,187
2010-02-02T06:00:00Z,04027500,46.4972222,-90.9041667,04010302,USGS,173
2010-02-03T06:00:00Z,04015330,46.94688005,-91.7924013,04010102,USGS,3.82
2010-02-03T06:00:00Z,04024000,46.7032765,-92.4188018,04010201,USGS,877
2010-02-03T06:00:00Z,04024430,46.6333333,-92.0938889,04010301,USGS,63.5
2010-02-03T06:00:00Z,04025500,46.53777778,-91.5952778,04010301,USGS,127
2010-02-03T06:00:00Z,040263205,46.59438708,-90.9632437,04010301,USGS,18.6
2010-02-03T06:00:00Z,040263491,46.54888889,-91.0619444,04010301,USGS,50.3
2010-02-03T06:00:00Z,04026390,46.60916667,-90.7602778,04010301,USGS,4.79
2010-02-03T06:00:00Z,04027000,46.4866144,-90.696297,04010302,USGS,181
2010-02-03T06:00:00Z,04027500,46.4972222,-90.9041667,04010302,USGS,160
2010-02-04T06:00:00Z,04015330,46.94688005,-91.7924013,04010102,USGS,3.82
2010-02-04T06:00:00Z,04024000,46.7032765,-92.4188018,04010201,USGS,901
2010-02-04T06:00:00Z,04024430,46.6333333,-92.0938889,04010301,USGS,63.5
2010-02-04T06:00:00Z,04025500,46.53777778,-91.5952778,04010301,USGS,127
2010-02-04T06:00:00Z,040263205,46.59438708,-90.9632437,04010301,USGS,18.5
2010-02-04T06:00:00Z,040263491,46.54888889,-91.0619444,04010301,USGS,50.6
2010-02-04T06:00:00Z,04026390,46.60916667,-90.7602778,04010301,USGS,3.7
2010-02-04T06:00:00Z,04027000,46.4866144,-90.696297,04010302,USGS,176
2010-02-04T06:00:00Z,04027500,46.4972222,-90.9041667,04010302,USGS,152
2010-02-05T06:00:00Z,04015330,46.94688005,-91.7924013,04010102,USGS,3.79
2010-02-05T06:00:00Z,04024000,46.7032765,-92.4188018,04010201,USGS,892
2010-02-05T06:00:00Z,04024430,46.6333333,-92.0938889,04010301,USGS,63.5
2010-02-05T06:00:00Z,04025500,46.53777778,-91.5952778,04010301,USGS,127
2010-02-05T06:00:00Z,040263205,46.59438708,-90.9632437,04010301,USGS,18.5
2010-02-05T06:00:00Z,040263491,46.54888889,-91.0619444,04010301,USGS,50.5
2010-02-05T06:00:00Z,04026390,46.60916667,-90.7602778,04010301,USGS,2.29
2010-02-05T06:00:00Z,04027000,46.4866144,-90.696297,04010302,USGS,174
