PUBLICATION_DATE,UNIQUE_ID,UID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,VALXSITE,LAT_DD,LON_DD,STATION_DEPTH,,YEAR,DSGN_CYCLE,IND_DOMAIN,COUNTRY,EPA_REG,EVAL_CAT,FEAT_NM,GREAT_LAKE,LAKE_REG,LAT_DD83,LON_DD83,NCCA_REG,NPS_PARK,PROVINCE,SITETYPE,STATE_NM,XCOORD,YCOORD
5/2/2024,NGL_WI-10115,2014980,CBS20_WI-10005,1,9/22/2020,WI,Great Lakes,46.63495286,-90.83200609,5.8,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.63495286,-90.83200609,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,396875.6989,1031278.943
5/2/2024,NGL_WI-10140,2014983,CBS20_WI-10015,1,9/22/2020,WI,Great Lakes,46.6298468,-90.9087834,7.6,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.6298468,-90.9087834,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,391015.5672,1030395.807
5/2/2024,NGL_WI-10138,2014976,CBS20_WI-10016,1,9/22/2020,WI,Great Lakes,46.66444638,-90.89587252,5.4,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.66444638,-90.89587252,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,391800.4266,1034276.512
5/2/2024,NGL_WI-10119,2014979,CBS20_WI-10018,1,9/22/2020,WI,Great Lakes,46.65169969,-90.81860949,6.5,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.65169969,-90.81860949,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,397802.3687,1033187.489
5/2/2024,NGL_WI-10137,2014977,CBS20_WI-10024,1,9/22/2020,WI,Great Lakes,46.66674337,-90.88454087,7.5,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.66674337,-90.88454087,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,392655.7315,1034577.366
5/2/2024,NGL_WI-10141,2014982,CBS20_WI-10028,1,9/22/2020,WI,Great Lakes,46.65453392,-90.89764494,9.8,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.65453392,-90.89764494,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,391723.4319,1033172.699
5/2/2024,NGL_WI-10121,2014981,CBS20_WI-10044,1,9/22/2020,WI,Great Lakes,46.64716989,-90.87136966,11.5,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.64716989,-90.87136966,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,393782.7171,1032466.671
5/2/2024,NGL_WI-10142,2014984,CBS20_WI-10047,1,9/22/2020,WI,Great Lakes,46.6249444,-90.91528857,8,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.6249444,-90.91528857,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,390545.4806,1029826.701
5/2/2024,NGL_WI-10123,2014978,CBS20_WI-10060,1,9/22/2020,WI,Great Lakes,46.66173334,-90.86265275,13,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.66173334,-90.86265275,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,394364.1882,1034113.811
5/2/2024,NGL_MI-10078,2014987,NGL20_MI-10040,1,9/22/2020,MI,Great Lakes,43.76232011,-82.61525124,1.5,,2020,2020,CORE,USA,Region_05,Target_Sampled,,Lake Huron,,43.76232011,-82.61525124,Great Lakes,,Great Lakes Province,PROB,Michigan,1069836.428,776486.3221
5/2/2024,NGL_MI-10529,2014986,NGL20_MI-10061,1,9/22/2020,MI,Great Lakes,43.85713383,-82.59728931,20.5,,2020,2020,CORE,USA,Region_05,Target_Sampled,,Lake Huron,,43.85713383,-82.59728931,Great Lakes,,Great Lakes Province,PROB,Michigan,1069775.821,787160.7639
5/2/2024,NGL_NY-10127,2014972,NGL20_NY-10054,1,9/22/2020,NY,Great Lakes,43.31332103,-78.91899489,17.3,,2020,2020,CORE,USA,Region_02,Target_Sampled,,Lake Ontario,,43.31332103,-78.91899489,Great Lakes,,Great Lakes Province,PROB,New York,1371396.005,774487.0886
5/2/2024,NGL_WI-10015,2014988,NGL20_WI-10004,1,9/22/2020,WI,Great Lakes,44.94802702,-87.69860745,6.6,,2020,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,44.94802702,-87.69860745,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,653351.6342,861704.7601
5/2/2024,NGL_WI-10117,2014997,CBS20_WI-10006,1,9/23/2020,WI,Great Lakes,46.66971772,-90.84115276,7.4,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.66971772,-90.84115276,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,395965.009,1035086.396
5/2/2024,NGL_WI-10118,2014991,CBS20_WI-10007,1,9/23/2020,WI,Great Lakes,46.69705423,-90.813556,7.4,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.69705423,-90.813556,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,397915.9123,1038225.259
5/2/2024,NGL_WI-10126,2014989,CBS20_WI-10014,1,9/23/2020,WI,Great Lakes,46.70143268,-90.77865168,5.6,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.70143268,-90.77865168,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,400564.5333,1038856.147
5/2/2024,NGL_WI-10145,2014994,CBS20_WI-10022,1,9/23/2020,WI,Great Lakes,46.68162045,-90.85514723,19.4,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.68162045,-90.85514723,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,394820.5751,1036344.737
5/2/2024,NGL_WI-10120,2014993,CBS20_WI-10038,1,9/23/2020,WI,Great Lakes,46.69269045,-90.82885594,15,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.69269045,-90.82885594,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,396769.5152,1037678.644
5/2/2024,NGL_WI-10147,2015000,CBS20_WI-10040,1,9/23/2020,WI,Great Lakes,46.67070535,-90.86428127,19.1,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.67070535,-90.86428127,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,394185.6135,1035099.49
5/2/2024,NGL_WI-10131,2014990,CBS20_WI-10135,1,9/23/2020,WI,Great Lakes,46.69804497,-90.79477256,6.2,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.69804497,-90.79477256,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,399349.5744,1038413.625
5/2/2024,NGL_WI-10127,2015004,CBS20_WI-10023,1,9/24/2020,WI,Great Lakes,46.70603842,-90.79660505,5.5,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.70603842,-90.79660505,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,399160.6713,1039289.987
5/2/2024,NGL_WI-10146,2015009,CBS20_WI-10030,1,9/24/2020,WI,Great Lakes,46.70455319,-90.84415582,20.3,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.70455319,-90.84415582,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,395525.4931,1038926.908
5/2/2024,NGL_WI-10134,2015008,CBS20_WI-10039,1,9/24/2020,WI,Great Lakes,46.71803284,-90.81697852,11.2,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.71803284,-90.81697852,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,397526.9228,1040531.116
5/2/2024,NGL_WI-10122,2015010,CBS20_WI-10046,1,9/24/2020,WI,Great Lakes,46.70615982,-90.83433882,18.8,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.70615982,-90.83433882,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,396268.1851,1039145.497
5/2/2024,NGL_WI-10128,2015007,CBS20_WI-10051,1,9/24/2020,WI,Great Lakes,46.70915285,-90.81067612,7.8,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.70915285,-90.81067612,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,398063.5043,1039575.412
5/2/2024,NGL_WI-10129,2015005,CBS20_WI-10087,1,9/24/2020,WI,Great Lakes,46.70652481,-90.80789237,6.2,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.70652481,-90.80789237,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,398292.7232,1039296.422
5/2/2024,NGL_WI-10130,2015006,CBS20_WI-10115,1,9/24/2020,WI,Great Lakes,46.71173384,-90.81011234,7.2,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.71173384,-90.81011234,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,398091.103,1039863.221
5/2/2024,NGL_WI-10132,2015019,CBS20_WI-10003,1,9/25/2020,WI,Great Lakes,46.72036069,-90.82713456,20.9,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.72036069,-90.82713456,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,396734.7191,1040746.12
5/2/2024,NGL_WI-10144,2015022,CBS20_WI-10011,1,9/25/2020,WI,Great Lakes,46.72206623,-90.84982121,22.1,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.72206623,-90.84982121,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,394986.2335,1040840.242
5/2/2024,NGL_WI-10143,2015020,CBS20_WI-10055,1,9/25/2020,WI,Great Lakes,46.7224302,-90.86242182,14.4,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.7224302,-90.86242182,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,394018.611,1040828.188
5/2/2024,NGL_WI-10135,2015021,CBS20_WI-10067,1,9/25/2020,WI,Great Lakes,46.72267522,-90.82755028,21.8,,2020,2020,CORE,USA,Region_05,Target_Sampled,Chequamegon Bay,Lake Superior,None,46.72267522,-90.82755028,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,396688.9206,1041000.357
5/2/2024,NGL_MI-10567,2015510,GBA20-10507,1,6/6/2021,MI,Great Lakes,45.71840484,-86.68086708,14.7,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.71840484,-86.68086708,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,724822.7498,954374.0515
5/2/2024,NGL_MI-10568,2015506,GBA20-10508,1,6/6/2021,MI,Great Lakes,45.6922198,-86.82927085,9.6,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.6922198,-86.82927085,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,713596.6102,950355.9977
5/2/2024,NGL_MI-10570,2015507,GBA20-10511,1,6/6/2021,MI,Great Lakes,45.78341956,-87.05043363,12.5,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.78341956,-87.05043363,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,695486.3921,958800.1632
5/2/2024,NGL_MI-10574,2015508,GBA20-10521,1,6/6/2021,MI,Great Lakes,45.60176769,-86.8680412,13.5,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.60176769,-86.8680412,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,711553.2674,940062.6951
5/2/2024,NGL_MI-10577,2015514,GBA20-10525,1,6/7/2021,MI,Great Lakes,45.55313237,-86.78945082,24.3,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.55313237,-86.78945082,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,718180.813,935274.6961
5/2/2024,NGL_MI-10580,2015320,GBA20-10533,1,6/7/2021,MI,Great Lakes,45.51808396,-86.86290831,27.5,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.51808396,-86.86290831,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,712844.7013,930844.7836
5/2/2024,NGL_MI-10582,2015319,GBA20-10539,1,6/7/2021,MI,Great Lakes,45.570679,-86.96455123,9.6,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.570679,-86.96455123,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,704384.041,935905.0168
5/2/2024,NGL_MI-10584,2015318,GBA20-10541,1,6/7/2021,MI,Great Lakes,45.52917399,-86.83586919,28.1,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.52917399,-86.83586919,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,714829.0022,932274.6656
5/2/2024,NGL_MI-10585,2015317,GBA20-10542,1,6/7/2021,MI,Great Lakes,45.53225514,-87.17046372,21.2,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.53225514,-87.17046372,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,688774.4545,930144.6323
5/2/2024,NGL_MI-10566,2015395,GBA20-10506,1,6/8/2021,MI,Great Lakes,45.36779295,-87.35519613,19.1,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.36779295,-87.35519613,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,676064.6966,910614.3875
5/2/2024,NGL_MI-10571,2015351,GBA20-10512,1,6/8/2021,MI,Great Lakes,45.50032913,-87.26236468,15.6,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.50032913,-87.26236468,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,681951.5318,925948.8444
5/2/2024,NGL_MI-10573,2015511,GBA20-10516,1,6/8/2021,MI,Great Lakes,45.44691147,-87.25637745,26.7,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.44691147,-87.25637745,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,682963.001,920079.6136
5/2/2024,NGL_MI-10575,2015512,GBA20-10523,1,6/8/2021,MI,Great Lakes,45.44367718,-87.21679527,29.9,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.44367718,-87.21679527,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,686079.1509,920006.7358
5/2/2024,NGL_MI-10579,2015322,GBA20-10531,1,6/8/2021,MI,Great Lakes,45.3979651,-87.23497479,31.3,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.3979651,-87.23497479,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,685131.1458,914815.6899
5/2/2024,NGL_WI-10164,2015360,GBA20-10537,1,6/8/2021,WI,Great Lakes,45.36223198,-87.03234152,36,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.36223198,-87.03234152,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,701298.0836,912338.4208
5/2/2024,NGL_WI-10159,2015326,GBA20-10529,1,6/9/2021,WI,Great Lakes,45.42252349,-87.01146179,48.4,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.42252349,-87.01146179,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,702293.0555,919165.4451
5/2/2024,NGL_MI-10583,2015327,GBA20-10540,1,6/9/2021,MI,Great Lakes,45.48435388,-87.10446182,30.3,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.48435388,-87.10446182,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,694405.7363,925324.377
5/2/2024,NGL_MI-10630,2015404,ISA20-13,1,6/9/2021,MI,Great Lakes,45.38688245,-86.82942569,9.2,,2021,2020,CORE,USA,Region_05,Target_Sampled,None,Lake Michigan,Island,45.38688245,-86.82942569,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,716853.9269,916580.5416
5/2/2024,NGL_MI-10594,2015406,ISA20-23,1,6/9/2021,MI,Great Lakes,45.4187394,-86.83576896,28.7,,2021,2020,CORE,USA,Region_05,Target_Sampled,None,Lake Michigan,Island,45.4187394,-86.83576896,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,716018.6338,920057.7614
5/2/2024,NGL_MI-10598,2015405,ISA20-27,1,6/9/2021,MI,Great Lakes,45.33337781,-86.8095114,16,,2021,2020,CORE,USA,Region_05,Target_Sampled,None,Lake Michigan,Island,45.33337781,-86.8095114,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,718980.1461,910810.0224
5/2/2024,NGL_MI-10608,2015409,ISA20-37,1,6/9/2021,MI,Great Lakes,45.32133701,-86.89261147,7.6,,2021,2020,CORE,USA,Region_05,Target_Sampled,None,Lake Michigan,Island,45.32133701,-86.89261147,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,712627.2662,908851.4831
5/2/2024,NGL_WI-10152,2015505,GBA20-10517,1,6/10/2021,WI,Great Lakes,45.21225159,-87.18581313,21,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.21225159,-87.18581313,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,690875.5137,894609.2466
5/2/2024,NGL_WI-10155,2015509,GBA20-10520,1,6/10/2021,WI,Great Lakes,45.26085692,-87.22755998,25.6,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.26085692,-87.22755998,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,687114.3428,899689.0955
5/2/2024,NGL_MI-10576,2015513,GBA20-10524,1,6/10/2021,MI,Great Lakes,45.28557148,-87.29278931,36.2,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.28557148,-87.29278931,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,681768.0558,901956.0718
5/2/2024,NGL_WI-10158,2015349,GBA20-10528,1,6/10/2021,WI,Great Lakes,45.12701023,-87.33050731,25.7,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.12701023,-87.33050731,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,680429.5802,884123.7242
5/2/2024,NGL_WI-10161,2015321,GBA20-10532,1,6/10/2021,WI,Great Lakes,45.30217385,-87.09063193,43.1,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.30217385,-87.09063193,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,697378.1288,905261.2007
5/2/2024,NGL_MI-10601,2015407,ISA20-30,1,6/10/2021,MI,Great Lakes,45.16495176,-87.28528521,21.7,,2021,2020,CORE,USA,Region_05,Target_Sampled,None,Lake Michigan,Island,45.16495176,-87.28528521,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,683582.4373,888651.2126
5/2/2024,NGL_WI-10150,2015328,GBA20-10513,1,6/11/2021,WI,Great Lakes,44.86452109,-87.56685285,18.2,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,44.86452109,-87.56685285,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,664517.9039,853359.9059
5/2/2024,NGL_WI-10154,2015329,GBA20-10519,1,6/11/2021,WI,Great Lakes,44.96748932,-87.5221985,28.7,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,44.96748932,-87.5221985,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,667006.2686,865087.7496
5/2/2024,NGL_WI-10156,2015331,GBA20-10522,1,6/11/2021,WI,Great Lakes,44.92664488,-87.67667506,12.6,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,44.92664488,-87.67667506,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,655281.5445,859485.1538
5/2/2024,NGL_WI-10160,2015330,GBA20-10530,1,6/11/2021,WI,Great Lakes,45.02016304,-87.43635089,33.1,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.02016304,-87.43635089,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,673214.8048,871531.0606
5/2/2024,NGL_WI-10163,2015332,GBA20-10536,1,6/11/2021,WI,Great Lakes,44.92516942,-87.54172077,25.8,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,44.92516942,-87.54172077,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,665893.0231,860259.6618
5/2/2024,NGL_WI-10165,2015333,GBA20-10538,1,6/11/2021,WI,Great Lakes,45.00026464,-87.47323444,32.9,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.00026464,-87.47323444,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,670521.4781,869065.0425
5/2/2024,NGL_MI-10569,2015335,GBA20-10510,1,6/12/2021,MI,Great Lakes,45.12715495,-87.59166579,8.3,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.12715495,-87.59166579,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,659985.3488,882297.9757
5/2/2024,NGL_MI-10578,2015336,GBA20-10527,1,6/12/2021,MI,Great Lakes,45.19268044,-87.43000351,34.1,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.19268044,-87.43000351,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,671984.0195,890690.605
5/2/2024,NGL_MI-10581,2015337,GBA20-10535,1,6/12/2021,MI,Great Lakes,45.23652631,-87.34031014,24.3,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,45.23652631,-87.34031014,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,678553.86,896184.4866
5/2/2024,NGL_MI-10587,2015338,ISA20-16,1,6/12/2021,MI,Great Lakes,45.16110803,-87.40966348,40,,2021,2020,CORE,USA,Region_05,Target_Sampled,None,Lake Michigan,Island,45.16110803,-87.40966348,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,673891.5784,887337.1041
5/2/2024,NGL_MI-10611,2015339,ISA20-40,1,6/12/2021,MI,Great Lakes,45.16343055,-87.34889113,6.3,,2021,2020,CORE,USA,Region_05,Target_Sampled,None,Lake Michigan,Island,45.16343055,-87.34889113,Great Lakes,Not_NPS,Great Lakes Province,PROB,Michigan,678622.4102,888026.844
5/2/2024,NGL_WI-10148,2015348,GBA20-10501,1,6/13/2021,WI,Great Lakes,44.75469652,-87.72881203,11.4,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,44.75469652,-87.72881203,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,652851.13,840058.0987
5/2/2024,NGL_WI-10149,2015350,GBA20-10509,1,6/13/2021,WI,Great Lakes,44.69305808,-87.74257009,6.7,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,44.69305808,-87.74257009,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,652363.5385,833126.2101
5/2/2024,NGL_WI-10153,2015345,GBA20-10518,1,6/13/2021,WI,Great Lakes,44.81569908,-87.80852455,10,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,44.81569908,-87.80852455,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,645990.3423,846279.5199
5/2/2024,NGL_WI-10157,2015346,GBA20-10526,1,6/13/2021,WI,Great Lakes,44.77953567,-87.81568213,13.1,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,44.77953567,-87.81568213,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,645773.5829,842219.7359
5/2/2024,NGL_WI-10162,2015347,GBA20-10534,1,6/13/2021,WI,Great Lakes,44.70169384,-87.87979206,10,,2021,2020,CORE,USA,Region_05,Target_Sampled,Green Bay,Lake Michigan,Green_Bay,44.70169384,-87.87979206,Great Lakes,Not_NPS,Great Lakes Province,PROB,Wisconsin,641467.113,833150.173
5/2/2024,NGL_WI-10003,2015675,NGL20_WI-10023,1,6/29/2021,WI,Great Lakes,46.6728033,-90.81696327,5.7,,2021,2020,CORE,USA,Region_05,Target_Sampled,,Lake Superior,,46.6728033,-90.81696327,Great Lakes,,Great Lakes Province,PROB,Wisconsin,397801.1928,1035528.716
5/2/2024,NGL_WI-10109,2015676,NGL20_WI-10025,1,6/29/2021,WI,Great Lakes,46.68072047,-90.63250639,16.8,,2021,2020,CORE,USA,Region_05,Target_Sampled,,Lake Superior,,46.68072047,-90.63250639,Great Lakes,,Great Lakes Province,PROB,Wisconsin,411894.0643,1037190.171
5/2/2024,NGL_WI-10111,2015672,NGL20_WI-10027,1,6/29/2021,WI,Great Lakes,46.66617576,-90.69269781,4.9,,2021,2020,CORE,USA,Region_05,Target_Sampled,,Lake Superior,,46.66617576,-90.69269781,Great Lakes,,Great Lakes Province,PROB,Wisconsin,407369.8202,1035322.087
5/2/2024,NGL_WI-10001,2016011,NGL20_WI-10022,1,7/21/2021,WI,Great Lakes,46.77050999,-91.62224256,27.4,,2021,2020,CORE,USA,Region_05,Target_Sampled,,Lake Superior,,46.77050999,-91.62224256,Great Lakes,,Great Lakes Province,PROB,Wisconsin,335544.9394,1043229.776
5/2/2024,NGL_WI-10004,2016010,NGL20_WI-10024,1,7/21/2021,WI,Great Lakes,46.72925322,-91.78798022,18.3,,2021,2020,CORE,USA,Region_05,Target_Sampled,,Lake Superior,,46.72925322,-91.78798022,Great Lakes,,Great Lakes Province,PROB,Wisconsin,323052.4587,1038091.054
5/2/2024,NGL_WI-10110,2016012,NGL20_WI-10026,1,7/21/2021,WI,Great Lakes,46.75440973,-91.7312286,28,,2021,2020,CORE,USA,Region_05,Target_Sampled,,Lake Superior,,46.75440973,-91.7312286,Great Lakes,,Great Lakes Province,PROB,Wisconsin,327277.1663,1041068.556
5/2/2024,NGL_MN-10003,2016458,NGL20_MN-10003,1,8/23/2021,MN,Great Lakes,46.79048856,-92.04477864,23.9,,2021,2020,CORE,USA,Region_05,Target_Sampled,,Lake Superior,,46.79048856,-92.04477864,Great Lakes,,Great Lakes Province,PROB,Minnesota,303086.1812,1044020.281
