,,Discharge.Daily@LTLS,Discharge.Daily@LTLS,Discharge.Daily@LTLS,Discharge.Daily@LTLS
yyyy-mm-dd,HH:MM:SS,ft^3/s,,,
Date,Time,Value,Grade,Approval,InterpolationCode
5/20/16,0:00:00,13.56210568,51,,8
5/21/16,0:00:00,13.24457281,51,,8
5/22/16,0:00:00,13.27931326,51,,8
5/23/16,0:00:00,13.75136317,51,,8
5/24/16,0:00:00,59.6790139,51,,8
5/25/16,0:00:00,29.46070005,51,,8
5/26/16,0:00:00,69.03291672,51,,8
5/27/16,0:00:00,27.96669748,51,,8
5/28/16,0:00:00,25.36824926,51,,8
5/29/16,0:00:00,22.81589932,51,,8
5/30/16,0:00:00,20.50579146,51,,8
5/31/16,0:00:00,19.81616391,51,,8
6/1/16,0:00:00,19.26532363,51,,8
6/2/16,0:00:00,17.37384564,51,,8
6/3/16,0:00:00,16.94535534,51,,8
6/4/16,0:00:00,19.81583659,51,,8
6/5/16,0:00:00,18.40671244,51,,8
6/6/16,0:00:00,17.33232563,51,,8
6/7/16,0:00:00,15.59448399,51,,8
6/8/16,0:00:00,,51,,8
6/9/16,0:00:00,,,,8
6/10/16,0:00:00,,,,8
6/11/16,0:00:00,,,,8
6/12/16,0:00:00,,,,8
6/13/16,0:00:00,,,,8
6/14/16,0:00:00,,,,8
6/15/16,0:00:00,,51,,8
6/16/16,0:00:00,27.28612764,51,,8
6/17/16,0:00:00,13.64221693,51,,8
6/18/16,0:00:00,12.85409065,51,,8
6/19/16,0:00:00,12.25279602,51,,8
6/20/16,0:00:00,12.23512588,51,,8
6/21/16,0:00:00,12.07868209,51,,8
6/22/16,0:00:00,12.51612067,51,,8
6/23/16,0:00:00,12.50305965,51,,8
6/24/16,0:00:00,12.05931272,51,,8
6/25/16,0:00:00,12.60215036,51,,8
6/26/16,0:00:00,12.61024757,51,,8
6/27/16,0:00:00,12.1769501,51,,8
6/28/16,0:00:00,12.02320785,51,,8
6/29/16,0:00:00,11.76461851,51,,8
6/30/16,0:00:00,12.24844668,51,,8
7/1/16,0:00:00,11.79346974,51,,8
7/2/16,0:00:00,11.77508907,51,,8
7/3/16,0:00:00,11.89568982,51,,8
7/4/16,0:00:00,11.77036102,51,,8
7/5/16,0:00:00,11.66411378,51,,8
7/6/16,0:00:00,11.74282879,51,,8
7/7/16,0:00:00,11.88990018,51,,8
7/8/16,0:00:00,12.59335622,51,,8
7/9/16,0:00:00,12.06134608,51,,8
7/10/16,0:00:00,11.97673544,51,,8
7/11/16,0:00:00,38.96704489,51,,8
7/12/16,0:00:00,108.2829281,51,,8
7/13/16,0:00:00,23.24998615,51,,8
7/14/16,0:00:00,19.85724246,51,,8
7/15/16,0:00:00,17.98215417,51,,8
7/16/16,0:00:00,16.59007745,51,,8
7/17/16,0:00:00,15.94201393,51,,8
7/18/16,0:00:00,15.9664351,51,,8
7/19/16,0:00:00,15.44436581,51,,8
7/20/16,0:00:00,14.65361786,51,,8
7/21/16,0:00:00,19.95924489,51,,8
7/22/16,0:00:00,13.87351862,51,,8
7/23/16,0:00:00,13.23073027,51,,8
7/24/16,0:00:00,12.73056689,51,,8
7/25/16,0:00:00,12.32531286,51,,8
7/26/16,0:00:00,12.16034611,51,,8
7/27/16,0:00:00,12.44380275,51,,8
7/28/16,0:00:00,12.38190835,51,,8
7/29/16,0:00:00,12.12465944,51,,8
7/30/16,0:00:00,12.13413518,51,,8
7/31/16,0:00:00,12.34636201,51,,8
8/1/16,0:00:00,12.34158191,51,,8
8/2/16,0:00:00,15.4999002,51,,8
8/3/16,0:00:00,12.70714121,51,,8
8/4/16,0:00:00,12.39702047,51,,8
8/5/16,0:00:00,12.37819095,51,,8
8/6/16,0:00:00,12.39715273,51,,8
8/7/16,0:00:00,12.58672785,51,,8
8/8/16,0:00:00,12.5758351,51,,8
8/9/16,0:00:00,12.46664096,51,,8
8/10/16,0:00:00,13.05867814,51,,8
8/11/16,0:00:00,13.74104429,51,,8
8/12/16,0:00:00,13.11168439,51,,8
8/13/16,0:00:00,12.86064602,51,,8
8/14/16,0:00:00,12.61807819,51,,8
8/15/16,0:00:00,12.62845815,51,,8
8/16/16,0:00:00,12.66794516,51,,8
8/17/16,0:00:00,12.53518066,51,,8
8/18/16,0:00:00,12.55433873,51,,8
8/19/16,0:00:00,13.0075175,51,,8
8/20/16,0:00:00,13.85591576,51,,8
8/21/16,0:00:00,13.90242065,51,,8
8/22/16,0:00:00,12.97977606,51,,8
8/23/16,0:00:00,13.37578146,51,,8
8/24/16,0:00:00,13.36293389,51,,8
8/25/16,0:00:00,13.10735203,51,,8
8/26/16,0:00:00,13.25961566,51,,8
8/27/16,0:00:00,13.34178837,51,,8
8/28/16,0:00:00,13.322245,51,,8
8/29/16,0:00:00,13.1418037,51,,8
8/30/16,0:00:00,13.21599358,51,,8
8/31/16,0:00:00,13.16498839,51,,8
9/1/16,0:00:00,13.22466313,51,,8
9/2/16,0:00:00,13.04069563,51,,8
9/3/16,0:00:00,12.86246247,51,,8
9/4/16,0:00:00,12.85919555,51,,8
9/5/16,0:00:00,13.77523232,51,,8
9/6/16,0:00:00,13.59486281,51,,8
9/7/16,0:00:00,13.28312806,51,,8
9/8/16,0:00:00,13.60867439,51,,8
9/9/16,0:00:00,12.87940973,51,,8
9/10/16,0:00:00,13.33228795,51,,8
9/11/16,0:00:00,12.66323192,51,,8
9/12/16,0:00:00,12.63756156,51,,8
9/13/16,0:00:00,12.73597738,51,,8
9/14/16,0:00:00,12.69622425,51,,8
9/15/16,0:00:00,12.83803689,51,,8
9/16/16,0:00:00,12.93464963,51,,8
9/17/16,0:00:00,12.53727809,51,,8
9/18/16,0:00:00,12.61486332,51,,8
9/19/16,0:00:00,12.63213451,51,,8
9/20/16,0:00:00,12.36228234,51,,8
9/21/16,0:00:00,12.86002799,51,,8
9/22/16,0:00:00,12.75008344,51,,8
9/23/16,0:00:00,12.68238942,51,,8
9/24/16,0:00:00,12.54967406,51,,8
9/25/16,0:00:00,12.42568041,51,,8
9/26/16,0:00:00,12.45414986,51,,8
9/27/16,0:00:00,12.64271217,51,,8
9/28/16,0:00:00,12.68122186,51,,8
9/29/16,0:00:00,12.46941033,51,,8
9/30/16,0:00:00,12.65377886,51,,8
10/1/16,0:00:00,12.53043061,51,,8
10/2/16,0:00:00,12.37427688,51,,8
10/3/16,0:00:00,12.45505776,51,,8
10/4/16,0:00:00,12.51733091,51,,8
10/5/16,0:00:00,12.4966017,51,,8
10/6/16,0:00:00,12.08509963,51,,8
10/7/16,0:00:00,13.31303252,51,,8
10/8/16,0:00:00,12.03758781,51,,8
10/9/16,0:00:00,11.91904647,51,,8
10/10/16,0:00:00,11.69729554,51,,8
10/11/16,0:00:00,12.11501385,51,,8
10/12/16,0:00:00,12.05717134,51,,8
10/13/16,0:00:00,11.91805776,51,,8
10/14/16,0:00:00,11.97329785,51,,8
10/15/16,0:00:00,12.03275357,51,,8
10/16/16,0:00:00,12.35004037,51,,8
10/17/16,0:00:00,12.93684075,51,,8
10/18/16,0:00:00,12.15246408,51,,8
10/19/16,0:00:00,12.14672376,51,,8
10/20/16,0:00:00,12.16553563,51,,8
10/21/16,0:00:00,12.23352515,51,,8
10/22/16,0:00:00,12.19862516,51,,8
10/23/16,0:00:00,12.43377835,51,,8
10/24/16,0:00:00,12.02554306,51,,8
10/25/16,0:00:00,12.24661447,51,,8
10/26/16,0:00:00,12.35936151,51,,8
10/27/16,0:00:00,11.97016606,51,,8
10/28/16,0:00:00,11.95019032,51,,8
10/29/16,0:00:00,11.9642423,51,,8
10/30/16,0:00:00,11.93607619,51,,8
10/31/16,0:00:00,12.02063676,51,,8
11/1/16,0:00:00,11.77154875,51,,8
11/2/16,0:00:00,11.79910809,51,,8
11/3/16,0:00:00,12.07209238,51,,8
11/4/16,0:00:00,11.61278011,51,,8
11/5/16,0:00:00,11.8025384,51,,8
11/6/16,0:00:00,11.64935232,51,,8
11/7/16,0:00:00,11.58932489,51,,8
