,,Discharge.Daily@BCBR,Discharge.Daily@BCBR,Discharge.Daily@BCBR,Discharge.Daily@BCBR
yyyy-mm-dd,HH:MM:SS,ft^3/s,,,
Date,Time,Value,Grade,Approval,InterpolationCode
8/28/16,0:00:00,0.195068203,31,,8
8/29/16,0:00:00,0.209763088,31,,8
8/30/16,0:00:00,0.214198267,31,,8
8/31/16,0:00:00,0.199240607,31,,8
9/1/16,0:00:00,0.214235749,31,,8
9/2/16,0:00:00,0.16650611,31,,8
9/3/16,0:00:00,0.139769605,31,,8
9/4/16,0:00:00,0.151425525,31,,8
9/5/16,0:00:00,0.351605116,31,,8
9/6/16,0:00:00,0.400234503,31,,8
9/7/16,0:00:00,0.421561028,31,,8
9/8/16,0:00:00,0.37477301,31,,8
9/9/16,0:00:00,0.316190464,31,,8
9/10/16,0:00:00,0.350883967,31,,8
9/11/16,0:00:00,0.250879552,31,,8
9/12/16,0:00:00,0.269007652,31,,8
9/13/16,0:00:00,0.304110759,31,,8
9/14/16,0:00:00,0.253521628,31,,8
9/15/16,0:00:00,0.291403911,31,,8
9/16/16,0:00:00,0.341496532,31,,8
9/17/16,0:00:00,0.32025144,31,,8
9/18/16,0:00:00,0.293472074,31,,8
9/19/16,0:00:00,0.256097896,31,,8
9/20/16,0:00:00,0.227806627,31,,8
9/21/16,0:00:00,0.365000073,31,,8
9/22/16,0:00:00,0.365912302,31,,8
9/23/16,0:00:00,0.296375271,31,,8
9/24/16,0:00:00,0.25582913,31,,8
9/25/16,0:00:00,0.258748699,31,,8
9/26/16,0:00:00,0.265949815,31,,8
9/27/16,0:00:00,0.305264385,31,,8
9/28/16,0:00:00,0.246690475,31,,8
9/29/16,0:00:00,0.198574861,31,,8
9/30/16,0:00:00,0.221729255,31,,8
10/1/16,0:00:00,0.202156649,31,,8
10/2/16,0:00:00,0.189818911,31,,8
10/3/16,0:00:00,0.178907751,31,,8
10/4/16,0:00:00,0.191817162,31,,8
10/5/16,0:00:00,0.218211637,31,,8
10/6/16,0:00:00,0.177968564,31,,8
10/7/16,0:00:00,0.558370739,31,,8
10/8/16,0:00:00,0.334374083,31,,8
10/9/16,0:00:00,0.261333465,31,,8
10/10/16,0:00:00,0.193841791,31,,8
10/11/16,0:00:00,0.247443214,31,,8
10/12/16,0:00:00,0.220839654,31,,8
10/13/16,0:00:00,0.1849914,31,,8
10/14/16,0:00:00,0.182619967,31,,8
10/15/16,0:00:00,0.169645736,31,,8
10/16/16,0:00:00,0.264574513,31,,8
10/17/16,0:00:00,0.550589994,31,,8
10/18/16,0:00:00,0.274648127,31,,8
10/19/16,0:00:00,0.237363738,31,,8
10/20/16,0:00:00,0.220122589,31,,8
10/21/16,0:00:00,0.217907297,31,,8
10/22/16,0:00:00,0.176858898,31,,8
10/23/16,0:00:00,0.175543847,31,,8
10/24/16,0:00:00,0.101645429,31,,8
10/25/16,0:00:00,0.115662508,31,,8
10/26/16,0:00:00,0.15894305,31,,8
10/27/16,0:00:00,0.111973541,31,,8
10/28/16,0:00:00,0.11840581,31,,8
10/29/16,0:00:00,0.128524512,31,,8
10/30/16,0:00:00,0.110658193,31,,8
10/31/16,0:00:00,0.097878484,31,,8
11/1/16,0:00:00,0.073523122,31,,8
11/2/16,0:00:00,0.083608682,31,,8
11/3/16,0:00:00,0.151423744,31,,8
11/4/16,0:00:00,0.058496882,31,,8
11/5/16,0:00:00,0.083471789,31,,8
11/6/16,0:00:00,0.064247464,31,,8
11/7/16,0:00:00,0.064557235,31,,8
